TG 42:8_OZONE_DB_Position_N10	724.6->848.8
TG 42:8_OZONE_DB_Position_N11	724.6->862.8
TG 42:8_OZONE_DB_Position_N12	724.6->876.8
TG 42:8_OZONE_DB_Position_N13	724.6->890.8
TG 42:8_OZONE_DB_Position_N14	724.6->904.8
TG 42:8_OZONE_DB_Position_N15	724.6->918.8
TG 42:8_OZONE_DB_Position_N16	724.6->932.9
TG 42:8_OZONE_DB_Position_N17	724.6->946.9
TG 42:9	722.6->423.4
TG 42:9_OZONE_DB_Position_N1	722.6->720.6
TG 42:9_OZONE_DB_Position_N2	722.6->734.6
TG 42:9_OZONE_DB_Position_N3	722.6->748.6
TG 42:9_OZONE_DB_Position_N4	722.6->762.7
TG 42:9_OZONE_DB_Position_N5	722.6->776.7
TG 42:9_OZONE_DB_Position_N6	722.6->790.7
TG 42:9_OZONE_DB_Position_N7	722.6->804.7
TG 42:9_OZONE_DB_Position_N8	722.6->818.7
TG 42:9_OZONE_DB_Position_N9	722.6->832.7
TG 42:9_OZONE_DB_Position_N10	722.6->846.8
TG 42:9_OZONE_DB_Position_N11	722.6->860.8
TG 42:9_OZONE_DB_Position_N12	722.6->874.8
TG 42:9_OZONE_DB_Position_N13	722.6->888.8
TG 42:9_OZONE_DB_Position_N14	722.6->902.8
TG 42:9_OZONE_DB_Position_N15	722.6->916.8
TG 42:9_OZONE_DB_Position_N16	722.6->930.9
TG 42:9_OZONE_DB_Position_N17	722.6->944.9
TG 42:10	720.6->421.4
TG 42:10_OZONE_DB_Position_N1	720.6->718.6
TG 42:10_OZONE_DB_Position_N2	720.6->732.6
TG 42:10_OZONE_DB_Position_N3	720.6->746.6
TG 42:10_OZONE_DB_Position_N4	720.6->760.7
TG 42:10_OZONE_DB_Position_N5	720.6->774.7
TG 42:10_OZONE_DB_Position_N6	720.6->788.7
TG 42:10_OZONE_DB_Position_N7	720.6->802.7
TG 42:10_OZONE_DB_Position_N8	720.6->816.7
TG 42:10_OZONE_DB_Position_N9	720.6->830.7
TG 42:10_OZONE_DB_Position_N10	720.6->844.8
TG 42:10_OZONE_DB_Position_N11	720.6->858.8
TG 42:10_OZONE_DB_Position_N12	720.6->872.8
TG 42:10_OZONE_DB_Position_N13	720.6->886.8
TG 42:10_OZONE_DB_Position_N14	720.6->900.8
TG 42:10_OZONE_DB_Position_N15	720.6->914.8
TG 42:10_OZONE_DB_Position_N16	720.6->928.9
TG 42:10_OZONE_DB_Position_N17	720.6->942.9
TG 43:1	752.7->453.5
TG 43:1_OZONE_DB_Position_N1	752.7->750.7
TG 43:1_OZONE_DB_Position_N2	752.7->764.7
TG 43:1_OZONE_DB_Position_N3	752.7->778.7
TG 43:1_OZONE_DB_Position_N4	752.7->792.7
TG 43:1_OZONE_DB_Position_N5	752.7->806.8
TG 43:1_OZONE_DB_Position_N6	752.7->820.8
TG 43:1_OZONE_DB_Position_N7	752.7->834.8
TG 43:1_OZONE_DB_Position_N8	752.7->848.8
TG 43:1_OZONE_DB_Position_N9	752.7->862.8
TG 43:1_OZONE_DB_Position_N10	752.7->876.8
TG 43:1_OZONE_DB_Position_N11	752.7->890.9
TG 43:1_OZONE_DB_Position_N12	752.7->904.9
TG 43:1_OZONE_DB_Position_N13	752.7->918.9
TG 43:1_OZONE_DB_Position_N14	752.7->932.9
TG 43:1_OZONE_DB_Position_N15	752.7->946.9
TG 43:1_OZONE_DB_Position_N16	752.7->960.9
TG 43:1_OZONE_DB_Position_N17	752.7->974.9
TG 43:2	750.7->451.5
TG 43:2_OZONE_DB_Position_N1	750.7->748.7
TG 43:2_OZONE_DB_Position_N2	750.7->762.7
TG 43:2_OZONE_DB_Position_N3	750.7->776.7
TG 43:2_OZONE_DB_Position_N4	750.7->790.7
TG 43:2_OZONE_DB_Position_N5	750.7->804.7
TG 43:2_OZONE_DB_Position_N6	750.7->818.8
TG 43:2_OZONE_DB_Position_N7	750.7->832.8
TG 43:2_OZONE_DB_Position_N8	750.7->846.8
TG 43:2_OZONE_DB_Position_N9	750.7->860.8
TG 43:2_OZONE_DB_Position_N10	750.7->874.8
TG 43:2_OZONE_DB_Position_N11	750.7->888.8
TG 43:2_OZONE_DB_Position_N12	750.7->902.9
TG 43:2_OZONE_DB_Position_N13	750.7->916.9
TG 43:2_OZONE_DB_Position_N14	750.7->930.9
TG 43:2_OZONE_DB_Position_N15	750.7->944.9
TG 43:2_OZONE_DB_Position_N16	750.7->958.9
TG 43:2_OZONE_DB_Position_N17	750.7->972.9
TG 43:3	748.6->449.4
TG 43:3_OZONE_DB_Position_N1	748.6->746.7
TG 43:3_OZONE_DB_Position_N2	748.6->760.7
TG 43:3_OZONE_DB_Position_N3	748.6->774.7
TG 43:3_OZONE_DB_Position_N4	748.6->788.7
TG 43:3_OZONE_DB_Position_N5	748.6->802.7
TG 43:3_OZONE_DB_Position_N6	748.6->816.7
TG 43:3_OZONE_DB_Position_N7	748.6->830.8
TG 43:3_OZONE_DB_Position_N8	748.6->844.8
TG 43:3_OZONE_DB_Position_N9	748.6->858.8
TG 43:3_OZONE_DB_Position_N10	748.6->872.8
TG 43:3_OZONE_DB_Position_N11	748.6->886.8
TG 43:3_OZONE_DB_Position_N12	748.6->900.8
TG 43:3_OZONE_DB_Position_N13	748.6->914.9
TG 43:3_OZONE_DB_Position_N14	748.6->928.9
TG 43:3_OZONE_DB_Position_N15	748.6->942.9
TG 43:3_OZONE_DB_Position_N16	748.6->956.9
TG 43:3_OZONE_DB_Position_N17	748.6->970.9
TG 43:4	746.6->447.4
TG 43:4_OZONE_DB_Position_N1	746.6->744.6
TG 43:4_OZONE_DB_Position_N2	746.6->758.7
TG 43:4_OZONE_DB_Position_N3	746.6->772.7
TG 43:4_OZONE_DB_Position_N4	746.6->786.7
TG 43:4_OZONE_DB_Position_N5	746.6->800.7
TG 43:4_OZONE_DB_Position_N6	746.6->814.7
TG 43:4_OZONE_DB_Position_N7	746.6->828.7
TG 43:4_OZONE_DB_Position_N8	746.6->842.8
TG 43:4_OZONE_DB_Position_N9	746.6->856.8
TG 43:4_OZONE_DB_Position_N10	746.6->870.8
TG 43:4_OZONE_DB_Position_N11	746.6->884.8
TG 43:4_OZONE_DB_Position_N12	746.6->898.8
TG 43:4_OZONE_DB_Position_N13	746.6->912.8
TG 43:4_OZONE_DB_Position_N14	746.6->926.9
TG 43:4_OZONE_DB_Position_N15	746.6->940.9
TG 43:4_OZONE_DB_Position_N16	746.6->954.9
TG 43:4_OZONE_DB_Position_N17	746.6->968.9
TG 43:5	744.6->445.4
TG 43:5_OZONE_DB_Position_N1	744.6->742.6
TG 43:5_OZONE_DB_Position_N2	744.6->756.6
TG 43:5_OZONE_DB_Position_N3	744.6->770.7
TG 43:5_OZONE_DB_Position_N4	744.6->784.7
TG 43:5_OZONE_DB_Position_N5	744.6->798.7
TG 43:5_OZONE_DB_Position_N6	744.6->812.7
TG 43:5_OZONE_DB_Position_N7	744.6->826.7
TG 43:5_OZONE_DB_Position_N8	744.6->840.7
TG 43:5_OZONE_DB_Position_N9	744.6->854.8
TG 43:5_OZONE_DB_Position_N10	744.6->868.8
TG 43:5_OZONE_DB_Position_N11	744.6->882.8
TG 43:5_OZONE_DB_Position_N12	744.6->896.8
TG 43:5_OZONE_DB_Position_N13	744.6->910.8
TG 43:5_OZONE_DB_Position_N14	744.6->924.8
TG 43:5_OZONE_DB_Position_N15	744.6->938.9
TG 43:5_OZONE_DB_Position_N16	744.6->952.9
TG 43:5_OZONE_DB_Position_N17	744.6->966.9
TG 43:6	742.6->443.4
TG 43:6_OZONE_DB_Position_N1	742.6->740.6
TG 43:6_OZONE_DB_Position_N2	742.6->754.6
TG 43:6_OZONE_DB_Position_N3	742.6->768.7
TG 43:6_OZONE_DB_Position_N4	742.6->782.7
TG 43:6_OZONE_DB_Position_N5	742.6->796.7
TG 43:6_OZONE_DB_Position_N6	742.6->810.7
TG 43:6_OZONE_DB_Position_N7	742.6->824.7
TG 43:6_OZONE_DB_Position_N8	742.6->838.7
TG 43:6_OZONE_DB_Position_N9	742.6->852.8
TG 43:6_OZONE_DB_Position_N10	742.6->866.8
TG 43:6_OZONE_DB_Position_N11	742.6->880.8
TG 43:6_OZONE_DB_Position_N12	742.6->894.8
TG 43:6_OZONE_DB_Position_N13	742.6->908.8
TG 43:6_OZONE_DB_Position_N14	742.6->922.8
TG 43:6_OZONE_DB_Position_N15	742.6->936.9
TG 43:6_OZONE_DB_Position_N16	742.6->950.9
TG 43:6_OZONE_DB_Position_N17	742.6->964.9
TG 43:7	740.6->441.4
TG 43:7_OZONE_DB_Position_N1	740.6->738.6
TG 43:7_OZONE_DB_Position_N2	740.6->752.6
TG 43:7_OZONE_DB_Position_N3	740.6->766.7
TG 43:7_OZONE_DB_Position_N4	740.6->780.7
TG 43:7_OZONE_DB_Position_N5	740.6->794.7
TG 43:7_OZONE_DB_Position_N6	740.6->808.7
TG 43:7_OZONE_DB_Position_N7	740.6->822.7
TG 43:7_OZONE_DB_Position_N8	740.6->836.7
TG 43:7_OZONE_DB_Position_N9	740.6->850.8
TG 43:7_OZONE_DB_Position_N10	740.6->864.8
TG 43:7_OZONE_DB_Position_N11	740.6->878.8
TG 43:7_OZONE_DB_Position_N12	740.6->892.8
TG 43:7_OZONE_DB_Position_N13	740.6->906.8
TG 43:7_OZONE_DB_Position_N14	740.6->920.8
TG 43:7_OZONE_DB_Position_N15	740.6->934.9
TG 43:7_OZONE_DB_Position_N16	740.6->948.9
TG 43:7_OZONE_DB_Position_N17	740.6->962.9
TG 43:8	738.6->439.4
TG 43:8_OZONE_DB_Position_N1	738.6->736.6
TG 43:8_OZONE_DB_Position_N2	738.6->750.6
TG 43:8_OZONE_DB_Position_N3	738.6->764.7
TG 43:8_OZONE_DB_Position_N4	738.6->778.7
TG 43:8_OZONE_DB_Position_N5	738.6->792.7
TG 43:8_OZONE_DB_Position_N6	738.6->806.7
TG 43:8_OZONE_DB_Position_N7	738.6->820.7
TG 43:8_OZONE_DB_Position_N8	738.6->834.7
TG 43:8_OZONE_DB_Position_N9	738.6->848.8
TG 43:8_OZONE_DB_Position_N10	738.6->862.8
TG 43:8_OZONE_DB_Position_N11	738.6->876.8
TG 43:8_OZONE_DB_Position_N12	738.6->890.8
TG 43:8_OZONE_DB_Position_N13	738.6->904.8
TG 43:8_OZONE_DB_Position_N14	738.6->918.8
TG 43:8_OZONE_DB_Position_N15	738.6->932.9
TG 43:8_OZONE_DB_Position_N16	738.6->946.9
TG 43:8_OZONE_DB_Position_N17	738.6->960.9
TG 43:9	736.6->437.4
TG 43:9_OZONE_DB_Position_N1	736.6->734.6
TG 43:9_OZONE_DB_Position_N2	736.6->748.6
TG 43:9_OZONE_DB_Position_N3	736.6->762.7
TG 43:9_OZONE_DB_Position_N4	736.6->776.7
TG 43:9_OZONE_DB_Position_N5	736.6->790.7
TG 43:9_OZONE_DB_Position_N6	736.6->804.7
TG 43:9_OZONE_DB_Position_N7	736.6->818.7
TG 43:9_OZONE_DB_Position_N8	736.6->832.7
TG 43:9_OZONE_DB_Position_N9	736.6->846.8
TG 43:9_OZONE_DB_Position_N10	736.6->860.8
TG 43:9_OZONE_DB_Position_N11	736.6->874.8
TG 43:9_OZONE_DB_Position_N12	736.6->888.8
TG 43:9_OZONE_DB_Position_N13	736.6->902.8
TG 43:9_OZONE_DB_Position_N14	736.6->916.8
TG 43:9_OZONE_DB_Position_N15	736.6->930.9
TG 43:9_OZONE_DB_Position_N16	736.6->944.9
TG 43:9_OZONE_DB_Position_N17	736.6->958.9
TG 43:10	734.6->435.4
TG 43:10_OZONE_DB_Position_N1	734.6->732.6
TG 43:10_OZONE_DB_Position_N2	734.6->746.6
TG 43:10_OZONE_DB_Position_N3	734.6->760.7
TG 43:10_OZONE_DB_Position_N4	734.6->774.7
TG 43:10_OZONE_DB_Position_N5	734.6->788.7
TG 43:10_OZONE_DB_Position_N6	734.6->802.7
TG 43:10_OZONE_DB_Position_N7	734.6->816.7
TG 43:10_OZONE_DB_Position_N8	734.6->830.7
TG 43:10_OZONE_DB_Position_N9	734.6->844.8
TG 43:10_OZONE_DB_Position_N10	734.6->858.8
TG 43:10_OZONE_DB_Position_N11	734.6->872.8
TG 43:10_OZONE_DB_Position_N12	734.6->886.8
TG 43:10_OZONE_DB_Position_N13	734.6->900.8
TG 43:10_OZONE_DB_Position_N14	734.6->914.8
TG 43:10_OZONE_DB_Position_N15	734.6->928.9
TG 43:10_OZONE_DB_Position_N16	734.6->942.9
TG 43:10_OZONE_DB_Position_N17	734.6->956.9
TG 44:1	766.7->467.5
TG 44:1_OZONE_DB_Position_N1	766.7->764.7
TG 44:1_OZONE_DB_Position_N2	766.7->778.7
TG 44:1_OZONE_DB_Position_N3	766.7->792.7
TG 44:1_OZONE_DB_Position_N4	766.7->806.8
TG 44:1_OZONE_DB_Position_N5	766.7->820.8
TG 44:1_OZONE_DB_Position_N6	766.7->834.8
TG 44:1_OZONE_DB_Position_N7	766.7->848.8
TG 44:1_OZONE_DB_Position_N8	766.7->862.8
TG 44:1_OZONE_DB_Position_N9	766.7->876.8
TG 44:1_OZONE_DB_Position_N10	766.7->890.9
TG 44:1_OZONE_DB_Position_N11	766.7->904.9
TG 44:1_OZONE_DB_Position_N12	766.7->918.9
TG 44:1_OZONE_DB_Position_N13	766.7->932.9
TG 44:1_OZONE_DB_Position_N14	766.7->946.9
TG 44:1_OZONE_DB_Position_N15	766.7->960.9
TG 44:1_OZONE_DB_Position_N16	766.7->974.9
TG 44:1_OZONE_DB_Position_N17	766.7->989
TG 44:2	764.7->465.5
TG 44:2_OZONE_DB_Position_N1	764.7->762.7
TG 44:2_OZONE_DB_Position_N2	764.7->776.7
TG 44:2_OZONE_DB_Position_N3	764.7->790.7
TG 44:2_OZONE_DB_Position_N4	764.7->804.7
TG 44:2_OZONE_DB_Position_N5	764.7->818.8
TG 44:2_OZONE_DB_Position_N6	764.7->832.8
TG 44:2_OZONE_DB_Position_N7	764.7->846.8
TG 44:2_OZONE_DB_Position_N8	764.7->860.8
TG 44:2_OZONE_DB_Position_N9	764.7->874.8
TG 44:2_OZONE_DB_Position_N10	764.7->888.8
TG 44:2_OZONE_DB_Position_N11	764.7->902.9
TG 44:2_OZONE_DB_Position_N12	764.7->916.9
TG 44:2_OZONE_DB_Position_N13	764.7->930.9
TG 44:2_OZONE_DB_Position_N14	764.7->944.9
TG 44:2_OZONE_DB_Position_N15	764.7->958.9
TG 44:2_OZONE_DB_Position_N16	764.7->972.9
TG 44:2_OZONE_DB_Position_N17	764.7->986.9
TG 44:3	762.7->463.5
TG 44:3_OZONE_DB_Position_N1	762.7->760.7
TG 44:3_OZONE_DB_Position_N2	762.7->774.7
TG 44:3_OZONE_DB_Position_N3	762.7->788.7
TG 44:3_OZONE_DB_Position_N4	762.7->802.7
TG 44:3_OZONE_DB_Position_N5	762.7->816.7
TG 44:3_OZONE_DB_Position_N6	762.7->830.8
TG 44:3_OZONE_DB_Position_N7	762.7->844.8
TG 44:3_OZONE_DB_Position_N8	762.7->858.8
TG 44:3_OZONE_DB_Position_N9	762.7->872.8
TG 44:3_OZONE_DB_Position_N10	762.7->886.8
TG 44:3_OZONE_DB_Position_N11	762.7->900.8
TG 44:3_OZONE_DB_Position_N12	762.7->914.9
TG 44:3_OZONE_DB_Position_N13	762.7->928.9
TG 44:3_OZONE_DB_Position_N14	762.7->942.9
TG 44:3_OZONE_DB_Position_N15	762.7->956.9
TG 44:3_OZONE_DB_Position_N16	762.7->970.9
TG 44:3_OZONE_DB_Position_N17	762.7->984.9
TG 44:4	760.6->461.4
TG 44:4_OZONE_DB_Position_N1	760.6->758.7
TG 44:4_OZONE_DB_Position_N2	760.6->772.7
TG 44:4_OZONE_DB_Position_N3	760.6->786.7
TG 44:4_OZONE_DB_Position_N4	760.6->800.7
TG 44:4_OZONE_DB_Position_N5	760.6->814.7
TG 44:4_OZONE_DB_Position_N6	760.6->828.7
TG 44:4_OZONE_DB_Position_N7	760.6->842.8
TG 44:4_OZONE_DB_Position_N8	760.6->856.8
TG 44:4_OZONE_DB_Position_N9	760.6->870.8
TG 44:4_OZONE_DB_Position_N10	760.6->884.8
TG 44:4_OZONE_DB_Position_N11	760.6->898.8
TG 44:4_OZONE_DB_Position_N12	760.6->912.8
TG 44:4_OZONE_DB_Position_N13	760.6->926.9
TG 44:4_OZONE_DB_Position_N14	760.6->940.9
TG 44:4_OZONE_DB_Position_N15	760.6->954.9
TG 44:4_OZONE_DB_Position_N16	760.6->968.9
TG 44:4_OZONE_DB_Position_N17	760.6->982.9
TG 44:5	758.6->459.4
TG 44:5_OZONE_DB_Position_N1	758.6->756.6
TG 44:5_OZONE_DB_Position_N2	758.6->770.7
TG 44:5_OZONE_DB_Position_N3	758.6->784.7
TG 44:5_OZONE_DB_Position_N4	758.6->798.7
TG 44:5_OZONE_DB_Position_N5	758.6->812.7
TG 44:5_OZONE_DB_Position_N6	758.6->826.7
TG 44:5_OZONE_DB_Position_N7	758.6->840.7
TG 44:5_OZONE_DB_Position_N8	758.6->854.8
TG 44:5_OZONE_DB_Position_N9	758.6->868.8
TG 44:5_OZONE_DB_Position_N10	758.6->882.8
TG 44:5_OZONE_DB_Position_N11	758.6->896.8
TG 44:5_OZONE_DB_Position_N12	758.6->910.8
TG 44:5_OZONE_DB_Position_N13	758.6->924.8
TG 44:5_OZONE_DB_Position_N14	758.6->938.9
TG 44:5_OZONE_DB_Position_N15	758.6->952.9
TG 44:5_OZONE_DB_Position_N16	758.6->966.9
TG 44:5_OZONE_DB_Position_N17	758.6->980.9
TG 44:6	756.6->457.4
TG 44:6_OZONE_DB_Position_N1	756.6->754.6
TG 44:6_OZONE_DB_Position_N2	756.6->768.7
TG 44:6_OZONE_DB_Position_N3	756.6->782.7
TG 44:6_OZONE_DB_Position_N4	756.6->796.7
TG 44:6_OZONE_DB_Position_N5	756.6->810.7
TG 44:6_OZONE_DB_Position_N6	756.6->824.7
TG 44:6_OZONE_DB_Position_N7	756.6->838.7
TG 44:6_OZONE_DB_Position_N8	756.6->852.8
TG 44:6_OZONE_DB_Position_N9	756.6->866.8
TG 44:6_OZONE_DB_Position_N10	756.6->880.8
TG 44:6_OZONE_DB_Position_N11	756.6->894.8
TG 44:6_OZONE_DB_Position_N12	756.6->908.8
TG 44:6_OZONE_DB_Position_N13	756.6->922.8
TG 44:6_OZONE_DB_Position_N14	756.6->936.9
TG 44:6_OZONE_DB_Position_N15	756.6->950.9
TG 44:6_OZONE_DB_Position_N16	756.6->964.9
TG 44:6_OZONE_DB_Position_N17	756.6->978.9
TG 44:7	754.6->455.4
TG 44:7_OZONE_DB_Position_N1	754.6->752.6
TG 44:7_OZONE_DB_Position_N2	754.6->766.7
TG 44:7_OZONE_DB_Position_N3	754.6->780.7
TG 44:7_OZONE_DB_Position_N4	754.6->794.7
TG 44:7_OZONE_DB_Position_N5	754.6->808.7
TG 44:7_OZONE_DB_Position_N6	754.6->822.7
TG 44:7_OZONE_DB_Position_N7	754.6->836.7
TG 44:7_OZONE_DB_Position_N8	754.6->850.8
TG 44:7_OZONE_DB_Position_N9	754.6->864.8
TG 44:7_OZONE_DB_Position_N10	754.6->878.8
TG 44:7_OZONE_DB_Position_N11	754.6->892.8
TG 44:7_OZONE_DB_Position_N12	754.6->906.8
TG 44:7_OZONE_DB_Position_N13	754.6->920.8
TG 44:7_OZONE_DB_Position_N14	754.6->934.9
TG 44:7_OZONE_DB_Position_N15	754.6->948.9
TG 44:7_OZONE_DB_Position_N16	754.6->962.9
TG 44:7_OZONE_DB_Position_N17	754.6->976.9
TG 44:8	752.6->453.4
TG 44:8_OZONE_DB_Position_N1	752.6->750.6
TG 44:8_OZONE_DB_Position_N2	752.6->764.7
TG 44:8_OZONE_DB_Position_N3	752.6->778.7
TG 44:8_OZONE_DB_Position_N4	752.6->792.7
TG 44:8_OZONE_DB_Position_N5	752.6->806.7
TG 44:8_OZONE_DB_Position_N6	752.6->820.7
TG 44:8_OZONE_DB_Position_N7	752.6->834.7
TG 44:8_OZONE_DB_Position_N8	752.6->848.8
TG 44:8_OZONE_DB_Position_N9	752.6->862.8
TG 44:8_OZONE_DB_Position_N10	752.6->876.8
TG 44:8_OZONE_DB_Position_N11	752.6->890.8
TG 44:8_OZONE_DB_Position_N12	752.6->904.8
TG 44:8_OZONE_DB_Position_N13	752.6->918.8
TG 44:8_OZONE_DB_Position_N14	752.6->932.9
TG 44:8_OZONE_DB_Position_N15	752.6->946.9
TG 44:8_OZONE_DB_Position_N16	752.6->960.9
TG 44:8_OZONE_DB_Position_N17	752.6->974.9
TG 44:9	750.6->451.4
TG 44:9_OZONE_DB_Position_N1	750.6->748.6
TG 44:9_OZONE_DB_Position_N2	750.6->762.7
TG 44:9_OZONE_DB_Position_N3	750.6->776.7
TG 44:9_OZONE_DB_Position_N4	750.6->790.7
TG 44:9_OZONE_DB_Position_N5	750.6->804.7
TG 44:9_OZONE_DB_Position_N6	750.6->818.7
TG 44:9_OZONE_DB_Position_N7	750.6->832.7
TG 44:9_OZONE_DB_Position_N8	750.6->846.8
TG 44:9_OZONE_DB_Position_N9	750.6->860.8
TG 44:9_OZONE_DB_Position_N10	750.6->874.8
TG 44:9_OZONE_DB_Position_N11	750.6->888.8
TG 44:9_OZONE_DB_Position_N12	750.6->902.8
TG 44:9_OZONE_DB_Position_N13	750.6->916.8
TG 44:9_OZONE_DB_Position_N14	750.6->930.9
TG 44:9_OZONE_DB_Position_N15	750.6->944.9
TG 44:9_OZONE_DB_Position_N16	750.6->958.9
TG 44:9_OZONE_DB_Position_N17	750.6->972.9
TG 44:10	748.6->449.4
TG 44:10_OZONE_DB_Position_N1	748.6->746.6
TG 44:10_OZONE_DB_Position_N2	748.6->760.7
TG 44:10_OZONE_DB_Position_N3	748.6->774.7
TG 44:10_OZONE_DB_Position_N4	748.6->788.7
TG 44:10_OZONE_DB_Position_N5	748.6->802.7
TG 44:10_OZONE_DB_Position_N6	748.6->816.7
TG 44:10_OZONE_DB_Position_N7	748.6->830.7
TG 44:10_OZONE_DB_Position_N8	748.6->844.8
TG 44:10_OZONE_DB_Position_N9	748.6->858.8
TG 44:10_OZONE_DB_Position_N10	748.6->872.8
TG 44:10_OZONE_DB_Position_N11	748.6->886.8
TG 44:10_OZONE_DB_Position_N12	748.6->900.8
TG 44:10_OZONE_DB_Position_N13	748.6->914.8
TG 44:10_OZONE_DB_Position_N14	748.6->928.9
TG 44:10_OZONE_DB_Position_N15	748.6->942.9
TG 44:10_OZONE_DB_Position_N16	748.6->956.9
TG 44:10_OZONE_DB_Position_N17	748.6->970.9
TG 45:1	780.7->481.5
TG 45:1_OZONE_DB_Position_N1	780.7->778.7
TG 45:1_OZONE_DB_Position_N2	780.7->792.7
TG 45:1_OZONE_DB_Position_N3	780.7->806.8
TG 45:1_OZONE_DB_Position_N4	780.7->820.8
TG 45:1_OZONE_DB_Position_N5	780.7->834.8
TG 45:1_OZONE_DB_Position_N6	780.7->848.8
TG 45:1_OZONE_DB_Position_N7	780.7->862.8
TG 45:1_OZONE_DB_Position_N8	780.7->876.8
TG 45:1_OZONE_DB_Position_N9	780.7->890.9
TG 45:1_OZONE_DB_Position_N10	780.7->904.9
TG 45:1_OZONE_DB_Position_N11	780.7->918.9
TG 45:1_OZONE_DB_Position_N12	780.7->932.9
TG 45:1_OZONE_DB_Position_N13	780.7->946.9
TG 45:1_OZONE_DB_Position_N14	780.7->960.9
TG 45:1_OZONE_DB_Position_N15	780.7->974.9
TG 45:1_OZONE_DB_Position_N16	780.7->989
TG 45:1_OZONE_DB_Position_N17	780.7->1003
TG 45:2	778.7->479.5
TG 45:2_OZONE_DB_Position_N1	778.7->776.7
TG 45:2_OZONE_DB_Position_N2	778.7->790.7
TG 45:2_OZONE_DB_Position_N3	778.7->804.7
TG 45:2_OZONE_DB_Position_N4	778.7->818.8
TG 45:2_OZONE_DB_Position_N5	778.7->832.8
TG 45:2_OZONE_DB_Position_N6	778.7->846.8
TG 45:2_OZONE_DB_Position_N7	778.7->860.8
TG 45:2_OZONE_DB_Position_N8	778.7->874.8
TG 45:2_OZONE_DB_Position_N9	778.7->888.8
TG 45:2_OZONE_DB_Position_N10	778.7->902.9
TG 45:2_OZONE_DB_Position_N11	778.7->916.9
TG 45:2_OZONE_DB_Position_N12	778.7->930.9
TG 45:2_OZONE_DB_Position_N13	778.7->944.9
TG 45:2_OZONE_DB_Position_N14	778.7->958.9
TG 45:2_OZONE_DB_Position_N15	778.7->972.9
TG 45:2_OZONE_DB_Position_N16	778.7->986.9
TG 45:2_OZONE_DB_Position_N17	778.7->1001
TG 45:3	776.7->477.5
TG 45:3_OZONE_DB_Position_N1	776.7->774.7
TG 45:3_OZONE_DB_Position_N2	776.7->788.7
TG 45:3_OZONE_DB_Position_N3	776.7->802.7
TG 45:3_OZONE_DB_Position_N4	776.7->816.7
TG 45:3_OZONE_DB_Position_N5	776.7->830.8
TG 45:3_OZONE_DB_Position_N6	776.7->844.8
TG 45:3_OZONE_DB_Position_N7	776.7->858.8
TG 45:3_OZONE_DB_Position_N8	776.7->872.8
TG 45:3_OZONE_DB_Position_N9	776.7->886.8
TG 45:3_OZONE_DB_Position_N10	776.7->900.8
TG 45:3_OZONE_DB_Position_N11	776.7->914.9
TG 45:3_OZONE_DB_Position_N12	776.7->928.9
TG 45:3_OZONE_DB_Position_N13	776.7->942.9
TG 45:3_OZONE_DB_Position_N14	776.7->956.9
TG 45:3_OZONE_DB_Position_N15	776.7->970.9
TG 45:3_OZONE_DB_Position_N16	776.7->984.9
TG 45:3_OZONE_DB_Position_N17	776.7->998.9
TG 45:4	774.7->475.5
TG 45:4_OZONE_DB_Position_N1	774.7->772.7
TG 45:4_OZONE_DB_Position_N2	774.7->786.7
TG 45:4_OZONE_DB_Position_N3	774.7->800.7
TG 45:4_OZONE_DB_Position_N4	774.7->814.7
TG 45:4_OZONE_DB_Position_N5	774.7->828.7
TG 45:4_OZONE_DB_Position_N6	774.7->842.8
TG 45:4_OZONE_DB_Position_N7	774.7->856.8
TG 45:4_OZONE_DB_Position_N8	774.7->870.8
TG 45:4_OZONE_DB_Position_N9	774.7->884.8
TG 45:4_OZONE_DB_Position_N10	774.7->898.8
TG 45:4_OZONE_DB_Position_N11	774.7->912.8
TG 45:4_OZONE_DB_Position_N12	774.7->926.9
TG 45:4_OZONE_DB_Position_N13	774.7->940.9
TG 45:4_OZONE_DB_Position_N14	774.7->954.9
TG 45:4_OZONE_DB_Position_N15	774.7->968.9
TG 45:4_OZONE_DB_Position_N16	774.7->982.9
TG 45:4_OZONE_DB_Position_N17	774.7->996.9
TG 45:5	772.6->473.4
TG 45:5_OZONE_DB_Position_N1	772.6->770.7
TG 45:5_OZONE_DB_Position_N2	772.6->784.7
TG 45:5_OZONE_DB_Position_N3	772.6->798.7
TG 45:5_OZONE_DB_Position_N4	772.6->812.7
TG 45:5_OZONE_DB_Position_N5	772.6->826.7
TG 45:5_OZONE_DB_Position_N6	772.6->840.7
TG 45:5_OZONE_DB_Position_N7	772.6->854.8
TG 45:5_OZONE_DB_Position_N8	772.6->868.8
TG 45:5_OZONE_DB_Position_N9	772.6->882.8
TG 45:5_OZONE_DB_Position_N10	772.6->896.8
TG 45:5_OZONE_DB_Position_N11	772.6->910.8
TG 45:5_OZONE_DB_Position_N12	772.6->924.8
TG 45:5_OZONE_DB_Position_N13	772.6->938.9
TG 45:5_OZONE_DB_Position_N14	772.6->952.9
TG 45:5_OZONE_DB_Position_N15	772.6->966.9
TG 45:5_OZONE_DB_Position_N16	772.6->980.9
TG 45:5_OZONE_DB_Position_N17	772.6->994.9
TG 45:6	770.6->471.4
TG 45:6_OZONE_DB_Position_N1	770.6->768.7
