Lipid Name	Transition
1_Ciprofloxacin	332 -> 314
2_Ciprofloxacin	332 -> 288
3_Ciprofloxacin	332 -> 254
1_Clindamycin	425 -> 70
2_Clindamycin	425 -> 126
3_Clindamycin	425 -> 377
1_Clonidine	230 -> 213
2_Clonidine	230 -> 44
1_Clozapine	325 -> 249
2_Clozapine	325 -> 192
3_Clozapine	325 -> 178
4_Clozapine 	327 -> 84
5_Clozapine 	327 -> 270
6_Clozapine 	327 -> 227
7_Clozapine 	327 -> 296
8_Clozapine 	327 -> 192
1_Cocaine 	304 -> 182
2_Cocaine 	304 -> 77
3_Cocaine 	304 -> 150
4_Cocaine 	304 -> 82
1_Codeine	300 -> 165
2_Codeine	300 -> 144
3_Codeine	300 -> 199
4_Codeine	300 -> 215
5_Codeine	300 -> 183
1_Cotinine 	177 -> 99
2_Cotinine 	177 -> 98
3_Cotinine 	177 -> 80
4_Cotinine 	177 -> 146
5_Cotinine 	177 -> 90
1_Cyclophosphamide 	261 -> 156
2_Cyclophosphamide 	261 -> 106
3_Cyclophosphamide 	261 -> 58
4_Cyclophosphamide 	259 -> 223
5_Cyclophosphamide 	259 -> 79
6_Cyclophosphamide 	259 -> 58
1_DEET 	192 -> 119
2_DEET 	192 -> 91
1_Dexamethasone 	393 -> 355
2_Dexamethasone 	393 -> 373
3_Dexamethasone 	393 -> 337
1_Diazepam 	285 -> 193
2_Diazepam 	285 -> 222
3_Diazepam 	285 -> 241
4_Diazepam 	285 -> 154
1_Dibutyl phthalate	279 -> 149
2_Dibutyl phthalate	279 -> 205
1_Diclofenac 	294 -> 214
2_Diclofenac 	294 -> 250
3_Diclofenac 	294 -> 178
1_Dicyclohexyl phthalate 	331 -> 167
2_Dicyclohexyl phthalate 	331 -> 149
3_Dicyclohexyl phthalate 	331 -> 249
1_Diethyl hexyl phthalate 	391 -> 149
2_Diethyl hexyl phthalate 	391 -> 167
1_Diethyl phthalate 	223 -> 149
2_Diethyl phthalate 	223 -> 177
1_Digoxin 	781 -> 97
2_Digoxin 	781 -> 651
3_Digoxin 	781 -> 391
4_Digoxin 	803 -> 283
5_Digoxin 	803 -> 802
1_Dimethyl phthalate	195 -> 163
2_Dimethyl phthalate	195 -> 77
3_Dimethyl phthalate	195 -> 133
1_Dioctyl phthalate	391 -> 261
2_Dioctyl phthalate	391 -> 149
1_Docetaxel 	808 -> 105
2_Docetaxel 	808 -> 182
3_Docetaxel 	808 -> 226
4_Docetaxel 	806 -> 672
5_Docetaxel 	806 -> 121
6_Docetaxel 	806 -> 188
1_Domperidone 	426 -> 175
2_Domperidone 	426 -> 147
1_Doxazosin 	452 -> 344
2_Doxazosin 	452 -> 247
3_Doxazosin 	452 -> 290
1_Doxorubicin 	544 -> 397
2_Doxorubicin 	544 -> 379
3_Doxorubicin 	544 -> 361
4_Doxorubicin 	542 -> 321
5_Doxorubicin 	542 -> 395
6_Doxorubicin 	542 -> 365
1_Ephedrine	166 -> 148
2_Ephedrine	166 -> 91
3_Ephedrine	166 -> 115
1_Epinephrine	182 -> 149
2_Epinephrine	182 -> 164
3_Epinephrine	182 -> 122
4_Epinephrine	184 -> 166
5_Epinephrine	184 -> 57
6_Epinephrine	184 -> 151
1_Escitalopram	325 -> 109
2_Escitalopram	325 -> 83
1_Ethylparaben 	165 -> 136
2_Ethylparaben 	165 -> 92
1_Etoposide 	589 -> 229
2_Etoposide 	589 -> 405
3_Etoposide 	589 -> 185
1_Famotidine 	338 -> 259
2_Famotidine 	338 -> 138
3_Famotidine 	338 -> 71
4_Famotidine 	336 -> 148
5_Famotidine 	336 -> 187
6_Famotidine 	336 -> 95
1_Fentanyl 	337 -> 105
2_Fentanyl 	337 -> 188
3_Fentanyl 	337 -> 146
1_Finasteride 	373 -> 317
2_Finasteride 	373 -> 305
3_Finasteride 	373 -> 95
1_Fluoxetine 	310 -> 44
2_Fluoxetine 	310 -> 117
3_Fluoxetine 	310 -> 148
4_Fluoxetine 	310 -> 91
1_Fluticasone propionate	501 -> 293
2_Fluticasone propionate	501 -> 313
3_Fluticasone propionate	501 -> 265
1_Foramsulfuron 	453 -> 182
2_Foramsulfuron 	453 -> 272
3_Foramsulfuron 	453 -> 255
4_Foramsulfuron 	451 -> 296
5_Foramsulfuron 	451 -> 268
6_Foramsulfuron 	451 -> 154
1_Furosemide	329 -> 285
2_Furosemide	329 -> 205
3_Furosemide	329 -> 78
4_Furosemide	353 -> 81
5_Furosemide	353 -> 74
6_Furosemide	353 -> 352
1_Gabapentin	172 -> 137
2_Gabapentin	172 -> 154
3_Gabapentin	172 -> 93
1_Gemcitabine 	264 -> 95
2_Gemcitabine 	264 -> 87
3_Gemcitabine 	264 -> 112
4_Gemcitabine 	262 -> 110
5_Gemcitabine 	262 -> 129
6_Gemcitabine 	262 -> 109
1_Gemfibrozil 	249 -> 127
2_Gemfibrozil 	249 -> 121
3_Gemfibrozil 	249 -> 106
1_Glycopyrrolate	318 -> 58
2_Glycopyrrolate	318 -> 116
3_Glycopyrrolate	318 -> 88
1_Haloperidol	376 -> 165
2_Haloperidol	376 -> 123
1_Halosulfuron	435 -> 182
2_Halosulfuron	435 -> 403
3_Halosulfuron	435 -> 139
4_Halosulfuron	433 -> 154
5_Halosulfuron	433 -> 252
6_Halosulfuron	433 -> 78
1_Hydromorphone	286 -> 185
2_Hydromorphone	286 -> 157
3_Hydromorphone	286 -> 153
1_Ibuprofen 	205 -> 161
2_Ibuprofen 	205 -> 155
3_Ibuprofen 	205 -> 61
1_Ifosfamide 	261 -> 92
2_Ifosfamide 	261 -> 154
3_Ifosfamide 	261 -> 56
1_Imidacloprid 	256 -> 209
2_Imidacloprid 	256 -> 212
3_Imidacloprid 	256 -> 175
4_Imidacloprid 	254 -> 210
5_Imidacloprid 	254 -> 153
6_Imidacloprid 	254 -> 86
1_Ketamine	238 -> 207
2_Ketamine	238 -> 220
3_Ketamine	238 -> 125
4_Ketamine	238 -> 115
5_Ketamine	238 -> 89
1_Ketoprofen 	255 -> 209
2_Ketoprofen 	255 -> 177
3_Ketoprofen 	255 -> 103
1_Lidocaine	235 -> 58
2_Lidocaine	235 -> 86
1_Lisinopril	406 -> 84
2_Lisinopril	406 -> 246
1_Loratadine 	383 -> 267
2_Loratadine 	383 -> 266
3_Loratadine 	383 -> 337
1_Losartan	421 -> 127
2_Losartan	421 -> 179
3_Losartan	421 -> 157
4_Losartan	423 -> 405
5_Losartan	423 -> 207
6_Losartan	423 -> 377
1_Meloxicam 	352 -> 115
2_Meloxicam 	352 -> 141
3_Meloxicam 	350 -> 286
4_Meloxicam 	350 -> 210
5_Meloxicam 	350 -> 146
1_Metformin 	130 -> 60
2_Metformin 	130 -> 71
3_Metformin 	130 -> 46
1_Methadone 	310 -> 265
2_Methadone 	310 -> 105
3_Methadone 	310 -> 91
4_Methadone 	310 -> 219
1_Methamphetamine 	150 -> 91
2_Methamphetamine 	150 -> 119
1_Methcathinone 	164 -> 146
2_Methcathinone 	164 -> 131
3_Methcathinone 	164 -> 105
1_Methotrexate 	453 -> 324
2_Methotrexate 	453 -> 367
3_Methotrexate 	453 -> 409
1_Methylparaben 	151 -> 136
2_Methylparaben 	151 -> 92
1_Metoprolol 	268 -> 56
2_Metoprolol 	268 -> 116
3_Metoprolol 	268 -> 74
1_Metronidazole 	172 -> 82
2_Metronidazole 	172 -> 128
1_Midazolam	326 -> 291
2_Midazolam	326 -> 249
3_Midazolam	326 -> 223
1_Minoxidil 	210 -> 164
2_Minoxidil 	210 -> 110
3_Minoxidil 	210 -> 137
1_Mirtazapine 	252 -> 195
2_Mirtazapine 	252 -> 209
3_Mirtazapine 	252 -> 194
1_Morphine 	286 -> 165
2_Morphine 	286 -> 191
3_Morphine 	286 -> 153
4_Morphine 	286 -> 152
5_Morphine 	286 -> 128
6_Morphine 	286 -> 201
1_Nicotine 	163 -> 132
2_Nicotine 	163 -> 106
3_Nicotine 	163 -> 130
1_Norfloxacin 	320 -> 231
2_Norfloxacin 	320 -> 282
3_Norfloxacin 	320 -> 254
1_Norfluoxetine 	296 -> 159
2_Norfluoxetine 	296 -> 134
3_Norfluoxetine 	296 -> 105
1_Omeprazole 	346 -> 198
2_Omeprazole 	346 -> 151
3_Omeprazole 	346 -> 136
1_Ondansetron	294 -> 170
2_Ondansetron	294 -> 184
1_Paclitaxel 	854 -> 569
2_Paclitaxel 	854 -> 509
3_Paclitaxel 	854 -> 286
4_Paclitaxel 	852 -> 525
5_Paclitaxel 	852 -> 792
1_Paraxanthine 	181 -> 124
2_Paraxanthine 	181 -> 42
3_Paraxanthine 	181 -> 55
4_Paraxanthine 	181 -> 69
5_Paraxanthine 	181 -> 109
1_Paroxetine 	330 -> 192
2_Paroxetine 	330 -> 70
3_Paroxetine 	330 -> 135
4_Paroxetine 	330 -> 151
5_Paroxetine 	330 -> 123
1_Phenylephrine	168 -> 150
2_Phenylephrine	168 -> 135
3_Phenylephrine	168 -> 82.5
1_Phenytoin 	253 -> 182
2_Phenytoin 	253 -> 225
3_Phenytoin 	253 -> 104
1_Piroxicam 	332 -> 121
2_Piroxicam 	332 -> 95
3_Piroxicam 	332 -> 164
1_Prednisone	393 -> 299
2_Prednisone	393 -> 327
3_Prednisone	393 -> 149
4_Prednisone	359 -> 147
5_Prednisone	359 -> 221
6_Prednisone	359 -> 313
1_Procarbazine	222 -> 106
2_Procarbazine	222 -> 191
3_Procarbazine	222 -> 176
1_Propylparaben 	179 -> 136
2_Propylparaben 	179 -> 92
1_Rocuronium	529 -> 487
2_Rocuronium	529 -> 488
3_Rocuronium	529 -> 358
1_Sertraline	306 -> 159
2_Sertraline	306 -> 275
3_Sertraline	306 -> 129
1_Sildenafil 	475 -> 58
2_Sildenafil 	475 -> 99
3_Sildenafil 	475 -> 100
1_Simvastatin 	419 -> 285
2_Simvastatin 	419 -> 303
3_Simvastatin 	419 -> 267
1_Succinylcholine chloride	145 -> 115
2_Succinylcholine chloride	145 -> 79
1_Sulfamethoxazole 	254 -> 92
2_Sulfamethoxazole 	254 -> 156
3_Sulfamethoxazole 	254 -> 188
1_Tamoxifen 	372 -> 129
2_Tamoxifen 	372 -> 72
3_Tamoxifen 	372 -> 70
1_Theobromine	181 -> 42
2_Theobromine	181 -> 138
1_Tramadol 	264 -> 58
2_Tramadol 	264 -> 59
1_Trimethoprim	291 -> 230
2_Trimethoprim	291 -> 123
3_Trimethoprim	291 -> 261
1_Valsartan 	436 -> 291
2_Valsartan 	436 -> 235
3_Valsartan 	436 -> 306
4_Valsartan 	434 -> 179
5_Valsartan 	434 -> 350
6_Valsartan 	434 -> 116
1_Venlafaxine 	278 -> 260
2_Venlafaxine 	278 -> 58
3_Venlafaxine 	278 -> 121
4_Venlafaxine 	278 -> 215
1_Verapamil 	455 -> 165
2_Verapamil 	455 -> 150
3_Verapamil 	455 -> 303
1_Vincristine	823 -> 733
2_Vincristine	823 -> 703
3_Vincristine	823 -> 59
4_Vincristine 	825 -> 807
5_Vincristine 	825 -> 765
1_Warfarin 	309 -> 155
2_Warfarin 	309 -> 251
3_Warfarin 	309 -> 183
Lyso_PI(12:0)	534.2336 -> 257.2336
Lyso_PI(13:0)	548.2492 -> 271.2492
Lyso_PI(14:0)	562.2649 -> 285.2649
Lyso_PI(14:1)	560.2492 -> 283.2492
Lyso_PI(15:0)	576.2805 -> 299.2805
Lyso_PI(15:1)	574.2649 -> 297.2649
Lyso_PI(16:0)	590.2962 -> 313.2962
Lyso_PI(16:1)	588.2805 -> 311.2805
Lyso_PI(17:0)	604.3118 -> 327.3118
Lyso_PI(17:1)	602.2962 -> 325.2962
Lyso_PI(17:2)	600.2805 -> 323.2805
Lyso_PI(18:0)	618.3275 -> 341.3275
Lyso_PI(18:1)	616.3118 -> 339.3118
Lyso_PI(18:2)	614.2962 -> 337.2962
Lyso_PI(18:3)	612.2805 -> 335.2805
Lyso_PI(18:4)	610.2649 -> 333.2649
Lyso_PI(19:0)	632.3431 -> 355.3431
Lyso_PI(19:1)	630.3275 -> 353.3275
Lyso_PI(20:0)	646.3588 -> 369.3588
Lyso_PI(20:1)	644.3431 -> 367.3431
Lyso_PI(20:2)	642.3275 -> 365.3275
Lyso_PI(20:3)	640.3118 -> 363.3118
Lyso_PI(20:4)	638.2962 -> 361.2962
Lyso_PI(20:5)	636.2805 -> 359.2805
Lyso_PI(21:0)	660.3744 -> 383.3744
Lyso_PI(22:0)	674.3901 -> 397.3901
Lyso_PI(22:1)	672.3744 -> 395.3744
Lyso_PI(22:2)	670.3588 -> 393.3588
Lyso_PI(22:4)	666.3275 -> 389.3275
Lyso_PI(22:6)	662.2962 -> 385.2962
Lyso_PG(12:0)	446.2175 -> 257.2175
Lyso_PG(13:0)	460.2332 -> 271.2332
Lyso_PG(14:0)	474.2488 -> 285.2488
Lyso_PG(14:1)	472.2332 -> 283.2332
Lyso_PG(15:0)	488.2645 -> 299.2645
Lyso_PG(15:1)	486.2488 -> 297.2488
Lyso_PG(16:0)	502.2801 -> 313.2801
Lyso_PG(16:1)	500.2645 -> 311.2645
Lyso_PG(17:0)	516.2958 -> 327.2958
Lyso_PG(17:1)	514.2801 -> 325.2801
Lyso_PG(17:2)	512.2645 -> 323.2645
Lyso_PG(18:0)	530.3114 -> 341.3114
Lyso_PG(18:1)	528.2958 -> 339.2958
Lyso_PG(18:2)	526.2801 -> 337.2801
Lyso_PG(18:3)	524.2645 -> 335.2645
Lyso_PG(18:4)	522.2488 -> 333.2488
Lyso_PG(19:0)	544.3271 -> 355.3271
Lyso_PG(19:1)	542.3114 -> 353.3114
Lyso_PG(20:0)	558.3427 -> 369.3427
Lyso_PG(20:1)	556.3271 -> 367.3271
Lyso_PG(20:2)	554.3114 -> 365.3114
Lyso_PG(20:3)	552.2958 -> 363.2958
Lyso_PG(20:4)	550.2801 -> 361.2801
Lyso_PG(20:5)	548.2645 -> 359.2645
Lyso_PG(21:0)	572.3584 -> 383.3584
Lyso_PG(22:0)	586.374 -> 397.374
Lyso_PG(22:1)	584.3584 -> 395.3584
Lyso_PG(22:2)	582.3427 -> 393.3427
Lyso_PG(22:4)	578.3114 -> 389.3114
Lyso_PG(22:6)	574.2801 -> 385.2801
Lyso_PS(12:0)	442.2128 -> 257.2128
Lyso_PS(13:0)	456.2284 -> 271.2284
Lyso_PS(14:0)	470.2441 -> 285.2441
Lyso_PS(14:1)	468.2284 -> 283.2284
Lyso_PS(15:0)	484.2597 -> 299.2597
Lyso_PS(15:1)	482.2441 -> 297.2441
Lyso_PS(16:0)	498.2754 -> 313.2754
Lyso_PS(16:1)	496.2597 -> 311.2597
Lyso_PS(17:0)	512.291 -> 327.291
Lyso_PS(17:1)	510.2754 -> 325.2754
Lyso_PS(17:2)	508.2597 -> 323.2597
Lyso_PS(18:0)	526.3067 -> 341.3067
Lyso_PS(18:1)	524.291 -> 339.291
Lyso_PS(18:2)	522.2754 -> 337.2754
Lyso_PS(18:3)	520.2597 -> 335.2597
Lyso_PS(18:4)	518.2441 -> 333.2441
Lyso_PS(19:0)	540.3223 -> 355.3223
Lyso_PS(19:1)	538.3067 -> 353.3067
Lyso_PS(20:0)	554.338 -> 369.338
Lyso_PS(20:1)	552.3223 -> 367.3223
Lyso_PS(20:2)	550.3067 -> 365.3067
Lyso_PS(20:3)	548.291 -> 363.291
Lyso_PS(20:4)	546.2754 -> 361.2754
Lyso_PS(20:5)	544.2597 -> 359.2597
Lyso_PS(21:0)	568.3536 -> 383.3536
Lyso_PS(22:0	582.3693 -> 397.3693
Lyso_PS(22:1)	580.3536 -> 395.3536
Lyso_PS(22:2)	578.338 -> 393.338
Lyso_PS(22:4)	574.3067 -> 389.3067
Lyso_PS(22:6)	570.2754 -> 385.2754
Lyso_PE(12:0)	398.2229 -> 257.2229
Lyso_PE(13:0)	412.2386 -> 270.2386
Lyso_PE(14:0)	426.2542 -> 284.2542
Lyso_PE(14:1)	424.2386 -> 282.2386
Lyso_PE(15:0)	440.2699 -> 298.2699
Lyso_PE(15:1)	438.2542 -> 296.2542
Lyso_PE(16:0)	454.2855 -> 312.2855
Lyso_PE(16:1)	452.2699 -> 310.2699
Lyso_PE(17:0)	468.3012 -> 326.3012
Lyso_PE(17:1)	466.2855 -> 324.2855
Lyso_PE(17:2)	464.2699 -> 322.2699
Lyso_PE(18:0)	482.3168 -> 340.3168
Lyso_PE(18:1)	480.3012 -> 338.3012
Lyso_PE(18:2)	478.2855 -> 336.2855
Lyso_PE(18:3)	476.2699 -> 334.2699
Lyso_PE(18:4)	474.2542 -> 332.2542
Lyso_PE(19:0)	496.3325 -> 354.3325
Lyso_PE(19:1)	494.3168 -> 352.3168
Lyso_PE(20:0)	510.3481 -> 368.3481
Lyso_PE(20:1)	508.3325 -> 366.3325
Lyso_PE(20:2)	506.3168 -> 364.3168
Lyso_PE(20:3)	504.3012 -> 362.3012
Lyso_PE(20:4)	502.2855 -> 360.2855
Lyso_PE(20:5)	500.2699 -> 358.2699
Lyso_PE(21:0)	524.3638 -> 382.3638
Lyso_PE(22:0)	538.3794 -> 396.3794
Lyso_PE(22:1)	536.3638 -> 394.3638
Lyso_PE(22:2)	534.3481 -> 392.3481
Lyso_PE(22:4)	530.3168 -> 388.3168
Lyso_PE(22:5)	528.3012 -> 386.3012
Lyso_PE(22:6)	526.2855 -> 384.2855
Lyso_PE(24:0)	566.4107 -> 424.4107
Lyso_PE(24:1)	564.3951 -> 422.3951
Lyso_PE(24:6)	554.3168 -> 412.3168
Lyso_C17 sphingosine-1-phosphocholine	451.3223 -> 184.1
Lyso_PC(10:0)	412.2386 -> 184.1
Lyso_PC(11:0)	426.2542 -> 184.1
Lyso_PC(12:0)	440.2699 -> 184.1
Lyso_PC(13:0)	454.2855 -> 184.1
Lyso_PC(14:0)	468.3012 -> 184.1
Lyso_PC(14:1)	466.2855 -> 184.1
Lyso_PC(15:0)	482.3168 -> 184.1
Lyso_PC(15:1)	480.3012 -> 184.1
Lyso_PC(16:0)	496.3325 -> 184.1
Lyso_PC(16:1)	494.3168 -> 184.1
Lyso_PC(17:0)	510.3481 -> 184.1
Lyso_PC(17:1)	508.3325 -> 184.1
Lyso_PC(17:2)	506.3168 -> 184.1
Lyso_PC(18:0)	524.3638 -> 184.1
Lyso_PC(18:1)	522.3481 -> 184.1
Lyso_PC(18:2)	520.3325 -> 184.1
Lyso_PC(18:3)	518.3168 -> 184.1
Lyso_PC(18:4)	516.3012 -> 184.1
Lyso_PC(19:0)	538.3794 -> 184.1
Lyso_PC(19:1)	536.3638 -> 184.1
Lyso_PC(19:2)	534.3481 -> 184.1
Lyso_PC(19:3)	532.3325 -> 184.1
Lyso_PC(2:0)	300.1134 -> 184.1
Lyso_PC(20:0)	552.3951 -> 184.1
Lyso_PC(20:1)	550.3794 -> 184.1
Lyso_PC(20:2)	548.3638 -> 184.1
Lyso_PC(20:3)	546.3481 -> 184.1
Lyso_PC(20:4)	544.3325 -> 184.1
Lyso_PC(20:5)	542.3168 -> 184.1
Lyso_PC(21:0)	566.4107 -> 184.1
Lyso_PC(21:4)	558.3481 -> 184.1
Lyso_PC(22:0)	580.4264 -> 184.1
Lyso_PC(22:1)	578.4107 -> 184.1
Lyso_PC(22:2)	576.3951 -> 184.1
Lyso_PC(22:4)	572.3638 -> 184.1
Lyso_PC(22:5)	570.3481 -> 184.1
Lyso_PC(22:6)	568.3325 -> 184.1
Lyso_PC(24:0)	608.4577 -> 184.1
Lyso_PC(24:1)	606.442 -> 184.1
Lyso_PC(3:0)	314.129 -> 184.1
Lyso_PC(3:1)	312.1134 -> 184.1
Lyso_PC(4:0)	328.1447 -> 184.1
Lyso_PC(5:0)	342.1603 -> 184.1
Lyso_PC(6:0)	356.176 -> 184.1
Lyso_PC(7:0)	370.1916 -> 184.1
Lyso_PC(8:0)	384.2073 -> 184.1
Lyso_PC(9:0)	398.2229 -> 184.1
Lyso_Sphinganine-1-phosphocholine	467.3536 -> 184.1
Lyso_Sphingosine-1-phosphocholine	465.3379 -> 184.1
