Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Genotype,Dilution Factor,Sex2,Sex,Brain Region,method_type,Blank Subtraction
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",664.6,369.2,288172.8215332031,664.6 -> 369.2,CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,109756.04895019531
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",666.6,369.2,280052.52032470703,666.6 -> 369.2,CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,96758.82733154297
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",668.6,369.2,294389.98150634766,668.6 -> 369.2,CE | CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,112786.56842041016
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",670.6,369.2,294205.46014404297,670.6 -> 369.2,CE | CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,114159.62756347656
20:5 Cholesteryl ester,688.6,369.2,265705.45834350586,688.6 -> 369.2,CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,97148.2056274414
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",690.6,369.2,526446.7568359375,690.6 -> 369.2,CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,112132.32800292969
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",692.6,369.2,744249.513671875,692.6 -> 369.2,CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,151169.55102539062
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",694.6,369.2,818257.2954101562,694.6 -> 369.2,CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,158766.2880859375
22:6 Cholesteryl ester,714.6,369.2,839506.5385742188,714.6 -> 369.2,CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,193251.33251953125
22:5 Cholesteryl ester,716.6,369.2,833841.4395751953,716.6 -> 369.2,CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,192724.8515625
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",718.6,369.2,760286.1535644531,718.6 -> 369.2,CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,185314.8319091797
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",724.7,369.2,205946.43334960938,724.7 -> 369.2,CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,90685.74505615234
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",726.7,369.2,199579.47518920898,726.7 -> 369.2,CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,90140.76748657227
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",752.7,369.2,824907.5374908447,752.7 -> 369.2,CE,CE_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,CE,296737.53874206543
C12:1,197.2,197.1,33992.34246826172,197.2 -> 197.1,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,2971.9404296875
C12:0,199.2,199.2,25020.86181640625,199.2 -> 199.2,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,7380.880508422852
C14:1,225.2,225.2,319819.1005859375,225.2 -> 225.2,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,36236.56103515625
C18:0,283.3,283.3,74532.82543945312,283.3 -> 283.3,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,25379.8818359375
C19:0,297.3,297.3,107847.40795898438,297.3 -> 297.3,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,38106.64306640625
C20:1,309.3,309.3,50567.26362609863,309.3 -> 309.3,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,0.0
C20:0,311.3,311.3,51124.023498535156,311.3 -> 311.3,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,0.0
C22:4,331.3,331.3,40848.32287597656,331.3 -> 331.3,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,12631.380783081055
C22:1,337.3,337.3,30213.10223388672,337.3 -> 337.3,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,2627.8404846191406
C22:0,339.3,339.3,69413.66516113281,339.3 -> 339.3,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,16076.96142578125
C24:5,353.3,353.3,21285.121643066406,353.3 -> 353.3,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,2147.360107421875
C24:6,355.3,355.3,25008.501586914062,355.3 -> 355.3,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,4253.460021972656
C24:1,365.3,365.3,14847.381103515625,365.3 -> 365.3,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,3048.1202239990234
C24:0,367.4,367.4,16464.14109802246,367.4 -> 367.4,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,4058.22021484375
C26:1,393.4,393.4,14668.400955200195,393.4 -> 393.4,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,1751.880027770996
C26:0,395.4,395.4,8593.300605773926,395.4 -> 395.4,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,628.9599761962891
C28:0,423.4,423.4,9509.200622558594,423.4 -> 423.4,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,2019.0200538635254
C34:0,507.5,507.5,4688.840328216553,507.5 -> 507.5,FFA,FFA_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,FFA,575.1000175476074
Lyso_PC(2:0),300.1,184.1,12475.520935058594,300.1 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,0.0
Lyso_PC(3:1),312.1,184.1,14430.900970458984,312.1 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,708.580078125
Lyso_PC(3:0),314.1,184.1,13361.121070861816,314.1 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,655.080150604248
Lyso_PC(4:0),328.2,184.1,26045.321899414062,328.2 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,0.0
Lyso_PC(5:0),342.2,184.1,50967.443298339844,342.2 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,2417.4798583984375
Lyso_PC(6:0),356.2,184.1,20892.461486816406,356.2 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,368.77996826171875
Lyso_PC(7:0),370.2,184.1,31397.142150878906,370.2 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,3040.7603149414062
Lyso_PC(8:0),384.2,184.1,12584.460891723633,384.2 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,0.0
Lyso_PC(9:0),398.2,184.1,16486.561141967773,398.2 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,0.0
Lyso_PC(10:0),412.2,184.1,19962.141571044922,412.2 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,2062.8603515625
Lyso_PC(11:0),426.3,184.1,21339.781448364258,426.3 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,2138.5602264404297
Lyso_PC(12:0),440.3,184.1,23621.941802978516,440.3 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,1909.0802307128906
Lyso_PC(13:0),454.3,184.1,20468.14141845703,454.3 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,2282.7801513671875
Lyso_PC(14:1),466.3,184.1,139203.35034179688,466.3 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,10948.120361328125
Lyso_PC(14:0),468.3,184.1,131255.22900390625,468.3 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,0.0
Lyso_PC(15:1),480.3,184.1,20139.76153564453,480.3 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,0.0
Lyso_PC(15:0),482.4,184.1,19813.6014251709,482.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,470.84007263183594
Lyso_PC(16:1),494.4,184.1,25564.141967773438,494.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,4264.620635986328
Lyso_PC(16:0),496.4,184.1,26650.501983642578,496.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,4877.060394287109
Lyso_PC(17:2),506.4,184.1,25695.401962280273,506.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,3984.6803436279297
Lyso_PC(17:1),508.4,184.1,25272.701782226562,508.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,2059.8002014160156
Lyso_PC(17:0),510.4,184.1,21431.72152709961,510.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,2664.5601501464844
Lyso_PC(18:4),516.3,184.1,22561.641571044922,516.3 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,5805.200439453125
Lyso_PC(18:3),518.3,184.1,32530.402404785156,518.3 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,13872.120986938477
Lyso_PC(18:0),524.4,184.1,52872.14392089844,524.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,31622.44256591797
Lyso_PC(19:3),532.3,184.1,58357.58477783203,532.3 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,28205.202575683594
Lyso_PC(19:1),536.4,184.1,52425.963928222656,536.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,27892.582122802734
Lyso_PC(19:0),538.4,184.1,49672.203521728516,538.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,25344.121643066406
Lyso_PC(20:5),542.3,184.1,24796.2216796875,542.3 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,1510.1999053955078
Lyso_PC(20:4),544.3,184.1,23111.541442871094,544.3 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,2065.520004272461
Lyso_PC(20:2),548.4,184.1,29035.641876220703,548.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,7071.780532836914
Lyso_PC(20:1),550.4,184.1,25040.941680908203,550.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,4055.3602294921875
Lyso_PC(20:0),552.4,184.1,32218.5419921875,552.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,7813.740219116211
Lyso_PC(21:0),566.4,184.1,57649.34307861328,566.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,14871.02017211914
Lyso_PC(22:6),568.3,184.1,86873.92553710938,568.3 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,13217.56103515625
Lyso_PC(22:4),572.4,184.1,102477.68688964844,572.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,18235.421264648438
Lyso_PC(22:2),576.4,184.1,84554.42517089844,576.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,2601.8193359375
Lyso_PC(22:1),578.4,184.1,83288.38549804688,578.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,3171.9996337890625
Lyso_PC(22:0),580.4,184.1,86843.1865234375,580.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,3609.100830078125
Lyso_PC(24:1),606.4,184.1,34900.502502441406,606.4 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,0.0
Lyso_PC(24:0),608.5,184.1,38709.02261352539,608.5 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,2315.580108642578
PC (30:2),702.5,184.1,43635.50291442871,702.5 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,21498.701370239258
PCo(32:3),714.5,184.1,43795.60330200195,714.5 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,23317.661895751953
PCo(32:2),716.6,184.1,43598.82264709473,716.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,22426.881134033203
PCo(32:1),718.6,184.1,40974.34313964844,718.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,20438.32159423828
PCo(32:0),720.6,184.1,40518.32257080078,720.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,19742.481018066406
PC (32:5),724.5,184.1,52130.92266845703,724.5 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,31712.201110839844
PC (32:4),726.5,184.1,63043.864501953125,726.5 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,40186.94290161133
PC (32:1),732.6,184.1,88416.14794921875,732.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,62307.645904541016
PC (32:0),734.6,184.1,87605.00549316406,734.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,58649.903411865234
PCp(32:4),738.5,184.1,88756.98571777344,738.5 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,61033.363677978516
PCo(34:4),740.6,184.1,91644.5454711914,740.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,65138.00344848633
PCo(34:3),742.6,184.1,89137.7466430664,742.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,58415.82455444336
PCo(34:2),744.6,184.1,91591.66458129883,744.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,55469.20217895508
PCo(34:1),746.6,184.1,84975.02407836914,746.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,35239.22052001953
PCo(34:0),748.6,184.1,119330.6714630127,748.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,86013.48905944824
PC (34:6),750.5,184.1,462053.4729614258,750.5 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,425605.15029907227
PC (34:5),752.5,184.1,723626.2180786133,752.5 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,686077.8350830078
PC (34:3),756.6,184.1,819535.884979248,756.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,775710.5018615723
PC (34:2),758.6,184.1,784041.4350280762,758.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,743756.391998291
PC (34:1),760.6,184.1,779118.7934570312,760.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,739976.6904907227
PC (34:0),762.6,184.1,788458.2072143555,762.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,754965.4447631836
PCp(36:5),764.6,184.1,783763.1045532227,764.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,744752.9016418457
PCo(36:5),766.6,184.1,468100.8109741211,766.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,430468.52825927734
PCo(36:4),768.6,184.1,455518.5846557617,768.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,416442.0416870117
PCo(36:3),770.6,184.1,455566.5986022949,770.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,413375.375579834
PCo(36:2),772.6,184.1,466367.37536621094,772.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,425770.07275390625
PCo(36:1),774.6,184.1,614993.4243774414,774.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,571335.5811767578
PC (36:6),778.5,184.1,900876.9567260742,778.5 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,848402.1530151367
PC (36:5),780.6,184.1,993834.5322265625,780.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,936996.5480957031
PC (36:4),782.6,184.1,760033.3044433594,782.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,702554.2802734375
PC (36:3),784.6,184.1,597560.9814453125,784.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,546377.7577514648
PC (36:2),786.6,184.1,568137.9635009766,786.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,518652.2202758789
PCo(38:6),792.6,184.1,582056.9506835938,792.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,526797.5470581055
PCo(38:5),794.6,184.1,592686.9577636719,794.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,538648.7340698242
PCo(38:4),796.6,184.1,598316.1433105469,796.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,542141.3195800781
PCo(38:3),798.6,184.1,689423.0865478516,798.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,636790.2629394531
PCo(38:1),802.7,184.1,834123.0269775391,802.7 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,787729.3238525391
PCo(38:0),804.7,184.1,887408.9538574219,804.7 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,836913.5303955078
PC (38:6),806.6,184.1,907282.7799072266,806.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,853846.9162597656
PC (38:5),808.6,184.1,747288.5485839844,808.6 -> 184.1,PC,PC_DOD73-5xFAD-M2liver_033123_r008,DOD73-5xFAD-M2liver,DOD73,TEST,5xFAD,Test,Male,Male,Liver,PC,692431.3645629883
