Lipid,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
Lyso_PC(16:1),218835.897857666,230079.5399169922,215836.0550537109,179472.37353515625,208194.7756347656,201951.55517578125
Lyso_PC(16:1)_2,213202.51495361328,228598.17864990237,213364.5140075684,178669.31225585938,203020.33477783203,206924.0563354492
Lyso_PC(17:0),68162.02474975586,74251.02435302734,61937.68325805664,63446.364196777344,63986.64566040039,70835.78567504883
Lyso_PC(17:1),81375.7650756836,100988.14587402344,98807.10440063477,76202.38586425781,82043.1854095459,84666.7265625
Lyso_PC(17:2),84929.48442077637,99804.7646484375,93646.6442565918,77509.14505004883,84948.26722717285,83562.18447875977
Lyso_PC(18:0),87229.50686645508,104114.10618591309,99166.38619995116,75587.42486572266,101409.22686767578,85377.52505493164
Lyso_PC(18:1),80200.70565795898,107466.66821289062,96909.36651611328,74625.46566772461,99568.6478881836,79150.88516235352
Lyso_PC(18:2),74418.72485351562,95595.8258972168,91070.74609375,69174.48583984375,93846.1266784668,80808.28729248047
Lyso_PC(18:3),65040.584869384766,82826.22457885742,81849.36590576172,60772.24401855469,81969.02670288086,72265.02438354492
Lyso_PC(18:4),47005.26303100586,61642.364349365234,63520.66418457031,48834.90309143066,56667.34408569336,63303.76412963867
Lyso_PC(19:0),129964.28955078124,135465.22875976562,170893.55297851562,121821.728515625,133721.26904296875,158563.51220703125
Lyso_PC(19:1),135391.95043945312,161986.73022460938,184284.171875,132118.4287109375,153739.55200195312,167019.77172851562
Lyso_PC(19:2),139944.62963867188,169943.39184570312,188709.69213867188,137134.68872070312,159176.27124023438,176978.853515625
Lyso_PC(19:3),142770.5107421875,162278.11279296875,190301.7126464844,136890.22998046875,159878.41162109375,175262.45288085938
Lyso_PC(20:0),75896.76541137695,86251.98596191406,119230.26586914062,62083.14358520508,71881.84484863281,114222.54699707033
Lyso_PC(20:1),121713.86865234376,129361.54931640624,144349.95043945312,109956.08813476562,118474.84838867188,132567.92919921875
Lyso_PC(20:2),133300.07006835938,147670.03051757812,168661.5107421875,122888.26953125,129807.5693359375,169024.55126953125
Lyso_PC(20:3),129584.82788085938,138929.9892578125,171967.13110351562,122997.36865234376,126254.587890625,162846.17236328125
Lyso_PC(20:4),125265.5107421875,133114.04956054688,164809.67211914062,120119.32836914062,120074.8076171875,158426.83081054688
Lyso_PC(20:5),131087.2490234375,135289.869140625,162614.03271484375,125822.58776855467,130877.68994140624,160035.25073242188
Lyso_PC(21:0),2794677.4243164062,2359628.547241211,2431069.7095947266,3833971.092041016,2099231.1717529297,2588389.8596191406
Lyso_PC(21:4),2668789.166015625,2342301.317138672,2325640.266723633,3856615.862060547,2017193.141479492,2500026.487548828
Lyso_PC(22:0),528320.7664794922,447081.2299804688,473009.36083984375,520299.7623291016,393196.8231201172,535932.1937255859
Lyso_PC(22:1),533187.6323242188,454632.5712890625,467572.7673339844,518177.05725097656,403392.1556396485,526767.4150390625
Lyso_PC(22:2),931206.0709228516,787555.9086303711,784271.0850830078,1117910.4442138672,691343.775390625,884563.8898925781
Lyso_PC(22:4),2952220.6440429688,2617764.994140625,2633205.685546875,4165902.394287109,2233517.985839844,2864728.053222656
Lyso_PC(22:5),2687751.1931152344,2363640.3118896484,2412424.337890625,3883220.217285156,2056358.5544433596,2592813.063964844
Lyso_PC(22:6),2723061.8120117188,2354835.174438477,2362137.7236328125,3805597.016357422,2106960.2680664062,2611418.022705078
Lyso_PC(24:0),1022237.542236328,1425788.916381836,1334252.687866211,1565889.1699829102,1531883.060180664,898021.7210083008
Lyso_PC(24:1),1068875.7888793943,1488782.1209716797,1350830.0040893557,1611795.6401367188,1543252.5775756836,933424.8053588868
Lyso_PC(2:0),44527.34341430664,41813.06314086914,37966.68246459961,34395.862396240234,36972.22259521485,46396.063903808594
Lyso_PC(3:0),1381279.5592041016,1282680.5951538086,1364002.7477722168,1049267.339050293,1202553.049987793,1375591.5878295898
Lyso_PC(3:1),527429.2012023926,528513.5643310547,728880.5522155762,392569.13092041016,461545.2166900635,740724.5583496094
Lyso_PC(4:0),60389.204345703125,63137.22448730469,62214.52478027344,62585.584533691406,62584.34484863281,66822.56506347656
Lyso_PC(5:0),73066.38549804688,58815.04431152344,56869.80456542969,61178.18432617188,57325.424377441406,61221.883850097656
Lyso_PC(6:0),32188.78240966797,33948.32260131836,35546.00231933594,31684.862579345703,31769.42205810547,37361.40258789063
Lyso_PC(7:0),119708.04846191406,74772.205078125,93363.28674316406,65425.08441162109,94679.90551757812,75509.74627685547
Lyso_PC(8:0),38834.263671875,36789.18226623535,35651.56294250488,34862.98222351074,34221.80302429199,38528.343338012695
Lyso_PC(9:0),31338.902465820312,35567.06271362305,33157.20230102539,30381.822265625,31382.962432861328,34756.94241333008
Lyso_PE(12:0) | PE (12:0),63051.10485839844,61949.98461914063,51484.00415039063,65989.26477050781,62108.14471435547,55810.94396972656
Lyso_PE(12:0) | PE (12:0)_2,60681.48425292969,65928.98443603516,53947.14410400391,75219.70581054688,62175.38446044922,54320.40393066406
Lyso_PE(13:0),33544.54243469238,32823.98263549805,33090.301986694336,33459.26225280762,30171.242156982426,32747.702362060547
Lyso_PE(14:0),87890.40606689453,96582.22650146484,93155.24807739258,87024.54739379883,78509.30462646484,102554.34832763672
Lyso_PE(14:1),81199.48522949219,115519.9476928711,110463.72792053224,145241.89141845703,125616.40954589844,71749.04560852051
Lyso_PE(15:0),568512.1632080078,562622.633102417,608762.5358276367,477655.6792449951,542968.7627563477,600238.4911804199
Lyso_PE(15:1),136586.97213745117,238605.2573852539,202215.25520324707,316160.8480377197,254258.83685302731,104978.40783691406
Lyso_PE(16:0),1662.080135345459,1416.2400932312012,707197.2882995605,1501.1201057434082,1460.200096130371,824180.9934997559
Lyso_PE(16:1),1469.8201065063477,1847.620132446289,25443.601852416992,1473.8600997924805,1867.8001251220703,25093.181884765625
Lyso_PE(17:0),74649.68531799316,56647.32318115234,47094.66287231445,59719.40496826172,58143.38348388672,31188.182136535645
Lyso_PE(17:1),52008.18356323242,39167.603515625,24601.06184387207,51918.84310913086,38746.74254608154,29230.9020690918
Lyso_PE(17:2),29789.84210205078,13618.16082763672,27485.66192626953,34402.70198059082,14014.18096923828,28196.30207824707
Lyso_PE(18:0),54278.94403076172,55208.08459472656,30092.482025146484,54922.083892822266,58771.84338378906,30453.32209777832
Lyso_PE(18:1),39105.66284179688,38249.242614746094,24038.881660461426,42648.90270996094,40611.26287841797,22664.321548461918
Lyso_PE(18:2),47283.28323364258,53209.36312866211,28235.62171936035,48335.26382446289,48637.20378112793,29462.281692504883
Lyso_PE(18:3),45223.44338989258,55025.18389892578,25923.22183227539,41120.54284667969,47018.56332397461,28559.462158203125
Lyso_PE(18:4),89168.46691894531,719531.388671875,200920.294921875,79140.36560058594,356090.884765625,173677.85327148438
Lyso_PE(19:0),37374.80270385742,51856.40417480469,23227.321685791016,39589.48257446289,39694.922790527344,26130.8017578125
Lyso_PE(19:1),38668.14279174805,38822.68280029297,27334.0020904541,38559.64245605469,35409.762268066406,27160.762145996094
Lyso_PE(20:0),57735.70428466797,54474.34405517578,1680.3201217651367,60229.16369628906,61393.38424682617,1570.1001052856443
Lyso_PE(20:1),163634.48986816406,90085.626953125,1671.4801025390625,85454.00555419922,142278.09173583984,2066.2401161193848
Lyso_PE(20:2),497647.7147827149,209780.2778930664,2616.640167236328,225789.55432128903,371989.9260864258,1912.520133972168
Lyso_PE(20:3),57163.64422607422,62147.364990234375,17701.481510162354,54175.44415283203,59804.74459838867,10191.460746765137
Lyso_PE(20:4),159388.17114257812,158872.29174804688,82031.42609024048,158266.87084960938,154477.771484375,54779.563915252686
Lyso_PE(20:5),98819.9072265625,91800.6864013672,19152.421493530277,96589.0069580078,84460.30712890625,20237.841274261475
Lyso_PE(21:0),87757.24655151367,55654.04473876953,35582.04244995117,59641.24383544922,59982.94393920898,45611.46405029297
Lyso_PE(22:0),56585.16387939453,53942.10363769531,27198.022079467773,54472.66445922852,60362.86328125,23103.74157714844
Lyso_PE(22:1),41971.14266967773,39181.60284423828,25360.44163513184,39574.52282714844,35798.502380371094,25828.021850585938
Lyso_PE(22:2),53169.623046875,46934.46314239502,29089.76194763184,46831.3232421875,44720.44320678711,26945.82191467285
Lyso_PE(22:4),47519.12307739258,47068.742767333984,34298.96237182617,44725.063049316406,52443.684143066406,29076.881858825684
Lyso_PE(22:5),93331.02627563477,104717.34698486328,75396.98522949219,71308.66458129883,122977.3074951172,38627.14273071289
Lyso_PE(22:6),53752.10409545898,57161.58416748047,30662.802001953125,56729.54382324219,59869.224365234375,29588.06242370605
Lyso_PE(24:0),49776.903411865234,49925.744384765625,32055.622283935547,51296.68365478516,49808.76370239258,34971.7223815918
Lyso_PE(24:1),73293.564453125,62804.82376098633,49077.58329772949,64418.0244140625,66131.14393615723,50387.56346130371
Lyso_PE(24:6),52615.54379272461,50852.52381896973,43733.04328918457,50781.8840637207,54160.92385864258,27743.462028503414
Lyso_PG(12:0),78609.22625732422,90008.88598632812,88899.18688964844,76028.34558105469,85721.3662109375,87272.42645263672
Lyso_PG(13:0) | PG (12:0),145131.91064453125,128483.40942382812,112850.96740722656,171392.11206054688,125325.68920898438,117497.80834960938
Lyso_PG(13:0) | PG (12:0)_2,150098.74963378906,147085.2508544922,115446.54858398438,177290.7529296875,124287.04858398438,126280.42919921876
Lyso_PG(14:0),91497.48596191406,82256.86560058594,99267.0672607422,62050.52429199219,75505.8447265625,82216.96569824219
Lyso_PG(14:1) | PG (14:1),1258672.4228515625,1011577.1616210938,1377536.2084960938,841124.8198242188,979346.2236328124,771176.2680664062
Lyso_PG(14:1) | PG (14:1)_2,1273893.7622070312,991362.8793945312,1408114.28125,831269.59765625,964704.9619140624,760768.568359375
Lyso_PG(15:0) | PGo (16:0),99884.14504623412,76440.50614929199,82327.16583251953,62146.34553909302,80399.00595092773,103298.28735351562
Lyso_PG(15:0) | PGo (16:0)_2,69923.82579040527,79943.26568603516,86121.12686157227,39628.24318695068,78163.62615966797,104955.32821655272
Lyso_PG(15:1),102172.9478149414,100178.10626220705,89803.64767456055,93185.98645019533,83363.88610839844,95708.88775634766
Lyso_PG(16:0),1453.4201126098633,1467.8801040649414,186140.9340209961,1471.7400970458984,1468.3800926208496,176357.0711669922
Lyso_PG(16:1) | PG (16:1),1684.7401084899902,1634.6601028442385,72665.84478759766,1543.0001106262207,1531.640106201172,83069.04583740234
Lyso_PG(16:1) | PG (16:1)_2,1706.660125732422,1512.6801071166992,70501.2445678711,1488.840106964111,1575.9401092529297,78848.70449829102
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),1727465.3676757812,1262055.7163085938,1398261.315673828,1106026.0170898438,1254833.138671875,600435.4860839844
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,1625907.2641601562,1232189.2143554688,1485995.8959960938,1049682.4501953125,1197653.798828125,640666.1799316406
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,1521635.9482421875,1133377.6079101562,1556953.1655273438,984459.3425292968,1088854.1411132812,663693.0275878906
Lyso_PG(17:1) | PGp (18:0),54148.80422973633,58135.86352539063,82315.56579589844,44995.30346679688,45841.20343017578,84383.5864868164
Lyso_PG(17:1) | PGp (18:0)_2,59036.80407714844,58824.56433105469,82732.76611328125,46666.52314758301,47192.58364868164,84085.02572631836
Lyso_PG(17:2),64384.684814453125,72226.56481933594,64609.204650878906,79778.38555908203,61216.96441650391,69901.5453491211
Lyso_PG(18:0) | PG (18:0),634398.4738769531,864664.8092651367,252140.61895751956,647106.1052246094,901902.1672973632,277496.9031982422
Lyso_PG(18:0) | PG (18:0)_2,632419.8797607422,889756.4171142578,251318.75744628903,640110.3377075195,913106.8505859376,274351.4606933594
Lyso_PG(18:1) | PG (18:1),59266.804107666016,56538.84442138672,52211.263427734375,53097.66375732422,50935.803619384766,63956.58459472656
Lyso_PG(18:1) | PG (18:1)_2,61069.84356689453,57408.16394042969,53643.78399658203,54014.92419433594,48055.043395996094,60859.06427001953
Lyso_PG(18:2) | PG (18:2),63475.22473144531,49932.503509521484,51973.44369506836,45693.72286987305,48032.6838684082,49853.363372802734
Lyso_PG(18:2) | PG (18:2)_2,62306.984130859375,47544.423278808594,56877.10339355469,46664.78317260742,45685.02291870117,56825.72351074219
Lyso_PG(18:3) | PG (18:3),126294.16860961914,110590.7279663086,101586.2074584961,108097.24780273438,103985.76895141602,107379.70635986328
Lyso_PG(18:3) | PG (18:3)_2,132135.30938720703,117494.8671875,104265.36758422852,99848.12823486328,112137.56689453124,107523.34646606444
Lyso_PG(18:4),66564.68450927734,77059.04528808594,62217.34494018555,63212.34423828125,62065.82409667969,79569.86477661133
Lyso_PG(19:0),102102.28771972656,111208.24822998048,1630.2801208496094,96894.12677001952,107781.88677978516,4521.160301208496
Lyso_PG(19:1),60182.96502685547,59933.72471618652,1491.420108795166,50951.98373413086,50688.74331665039,1457.360107421875
Lyso_PG(20:0),69926.54455566406,72648.86511230469,63783.88436889648,64141.50411987305,71316.72509765625,68487.56512451172
Lyso_PG(20:1) | PG (20:1),199992.37451171875,185115.91381835935,150701.69116210938,161161.3916015625,189009.61401367188,149723.64965820312
Lyso_PG(20:1) | PG (20:1)_2,196260.63256835935,188939.8732910156,151284.83081054688,164389.7508544922,189764.49365234372,152174.8106689453
Lyso_PG(20:2) | PG (20:2),409278.7787475586,288855.0391845703,231983.4186706543,386361.72970581055,1110743.507446289,335348.6989135742
Lyso_PG(20:2) | PG (20:2)_2,410978.7850952149,277433.16342163086,229102.47442626956,394050.2710266113,1116083.1503601074,338614.0032043457
Lyso_PG(20:3) | PG (20:3),60992.24490356445,62328.404541015625,43966.063049316406,53333.56405639648,55793.02365112305,43238.08331298828
Lyso_PG(20:3) | PG (20:3)_2,61960.724517822266,59360.02490234375,42583.42295837402,52252.06381225586,57100.00378417969,43176.90280151367
Lyso_PG(20:4) | PG (20:4),53665.90383911133,55504.14450073242,29395.582550048828,46675.883392333984,46869.30364990234,41808.28373336792
Lyso_PG(20:4) | PG (20:4)_2,52694.48370361328,51100.32357788086,32522.36199951172,50409.06393432617,47473.98355102539,44885.12287902832
Lyso_PG(20:5) | PG (20:5),93536.00720214844,99798.80700683594,46889.36322021485,90312.50659179688,88813.34680175781,55922.6435508728
Lyso_PG(20:5) | PG (20:5)_2,100301.34765625,101364.38684082033,49014.203563690186,90336.94677734376,90423.46606445312,56678.303813934326
Lyso_PG(21:0),77618.22555541992,68776.28442382812,61995.704986572266,56096.80310058594,61217.86477661133,76288.76672363281
Lyso_PG(22:0) | PG (22:0),388397.3115234375,175154.57165527344,123025.18920898438,125371.20770263672,232407.77734375,129613.50732421876
Lyso_PG(22:0) | PG (22:0)_2,494939.8901367188,203715.37408447263,137872.86993408203,132831.85095214844,273797.4415283203,151267.8692626953
Lyso_PG(22:1) | PG (22:1),56016.80346679688,55850.62377929688,46195.40296936035,46507.783111572266,48134.862701416016,49789.70378112793
Lyso_PG(22:1) | PG (22:1)_2,53605.703674316406,51599.04318237305,46891.40301513672,46573.622955322266,47815.063385009766,50030.843505859375
Lyso_PG(22:2),87441.28747558594,77709.42590332031,62189.00520324707,63943.823806762695,63314.023529052734,61020.82498168945
Lyso_PG(22:4) | PG (22:4),116367.48809814452,91663.98648071288,70813.46563720703,75008.62524414062,81511.22467041016,71980.20492553711
Lyso_PG(22:4) | PG (22:4)_2,109633.8077392578,89998.76495361328,68049.42477416992,78984.22564697266,82190.72634887695,72383.02529907227
Lyso_PG(22:6) | PG (22:6),77877.48693847656,84300.26666259766,75310.54504394531,73085.1650390625,69224.94506835938,81244.08544921875
Lyso_PG(22:6) | PG (22:6)_2,75546.74591064453,84481.82550048828,75406.48455810547,73765.96508789062,70963.66528320312,84391.86544799805
Lyso_PI(12:0) | PI (12:0),26482.561920166016,74737.4652709961,47534.32379150391,62948.00439453125,72001.904296875,63929.98400878906
Lyso_PI(12:0) | PI (12:0)_2,27914.842113494877,73569.52493286133,46315.36395263672,65184.444732666016,69831.80532836914,65931.64434814453
Lyso_PI(12:0) | PI (12:0)_3,26141.361568450928,76466.34622192383,47535.423095703125,61735.00396728516,72060.3251953125,68475.02508544922
Lyso_PI(13:0),54049.80385971069,94366.20733642578,71578.2455444336,88041.56555175781,100036.94732666016,86445.34631347656
Lyso_PI(14:0) | PI (14:0),28600.541564941406,86690.42446899414,57177.1442527771,77018.10507202148,81696.1852722168,78921.18536376953
Lyso_PI(14:0) | PI (14:0)_2,31193.10231399536,85640.82638549805,59346.52449417114,71922.00552368164,82606.22671508789,80378.94665527344
Lyso_PI(14:1),227979.81832122803,586810.4587402344,417193.7364501953,577600.7016601562,569121.9011230469,554944.9953613281
Lyso_PI(15:0) | PIo (16:0),2766.700206756592,507624.4865036011,341210.94483947754,2981.9402198791504,419664.1083068848,747041.7401123047
Lyso_PI(15:0) | PIo (16:0)_2,2578.660202026367,499735.4829330444,354721.3103713989,3010.200187683105,390935.7881278992,752933.0030822754
