Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo
Lyso_PC(16:1)_2,219244.1767578125,252219.7197265625,198258.15258789065,203518.99533081052,214216.89379882807,199382.7723388672
Lyso_PC(17:0),72448.84536743164,78981.82550048828,64713.08441162109,67428.54382324219,66437.74449157715,66956.18383789062
Lyso_PC(17:1),87532.68469238281,112535.1264038086,75947.70532226562,75991.98513793945,90340.22634887695,85787.3872680664
Lyso_PC(17:2),81515.76544189453,112486.28619384766,68231.0248413086,78411.68563842773,86305.54537963867,82958.78536987305
Lyso_PC(18:0),85851.18676757812,126577.8508605957,77110.28485107422,75570.34536743164,92072.70721435548,87605.52590942383
Lyso_PC(18:1),79952.50616455078,125862.50830078124,80141.447265625,74122.80642700195,93764.34533691406,87684.38549804688
Lyso_PC(18:2),73813.70523071289,113064.68884277344,71832.26412963867,70699.58432006836,80113.88623046875,78282.46514892578
Lyso_PC(18:3),67000.32357788086,100859.98532104492,61119.50421142578,62680.72421264648,74375.90502929688,70163.38488769531
Lyso_PC(18:4),53213.10385131836,64248.66564941406,52957.243255615234,49281.18298339844,53709.82379150391,58237.30426025391
Lyso_PC(19:0),133058.2490234375,149937.21118164062,161593.51123046875,133340.90942382812,137312.63012695312,168537.892578125
Lyso_PC(19:1),134736.81079101562,173027.6533203125,165624.09204101562,130619.46997070312,146961.25122070312,169678.2529296875
Lyso_PC(19:2),143698.33056640625,184792.61303710935,172432.47314453125,139614.34887695312,155212.17114257812,180396.55322265625
Lyso_PC(19:3),134963.66845703125,186356.93212890625,171837.13208007812,139985.5498046875,151753.64965820312,168523.0908203125
Lyso_PC(20:0),68587.32489013672,82925.72552490234,110147.14776611328,81066.86541748047,86602.4262084961,125493.10900878906
Lyso_PC(20:1),112775.58801269533,124897.18798828124,126172.74829101562,128796.30932617188,123949.3485107422,139657.93041992188
Lyso_PC(20:2),124694.98828125,140742.208984375,157275.0498046875,139026.95043945312,142883.69140625,174815.39135742188
Lyso_PC(20:3),127053.86987304688,140288.21020507812,158510.59204101562,133214.97021484375,143339.17041015625,163524.75170898438
Lyso_PC(20:4),125405.04907226562,133658.39013671875,151201.7509765625,128790.31079101562,134170.14819335938,159575.55200195312
Lyso_PC(20:5),132291.2705078125,136441.76879882812,159401.79125976562,130842.6083984375,136898.60961914062,162030.19287109375
Lyso_PC(21:0),2448513.725830078,2459627.7224121094,2546138.637084961,2493042.6977539062,2452568.0310058594,2709679.627258301
Lyso_PC(21:4),2409455.563110352,2350072.6596679688,2487231.534790039,2408220.387939453,2377819.3552246094,2632385.305419922
Lyso_PC(22:0),510390.9329833984,556306.9787597656,479444.5811767578,445052.6123046875,443704.78662109375,445435.39489746094
Lyso_PC(22:1),501695.8092041016,549451.8221435547,477169.67041015625,436766.35302734375,440592.27770996094,454213.4162597656
Lyso_PC(22:2),876453.9860839844,899871.3728027344,829656.7313232422,784909.5954589844,781918.5434570312,827691.2314453125
Lyso_PC(22:4),2751444.881591797,2832763.6282958984,2811222.005859375,2665335.2559814453,2616550.6416015625,2923189.430786133
Lyso_PC(22:5),2542578.0036621094,2543986.539428711,2565378.658813477,2407156.990722656,2434878.5267333984,2705555.7005615234
Lyso_PC(22:6),2515328.8627929688,2506585.961303711,2499617.8338623047,2445100.143310547,2400256.780883789,2714907.506591797
Lyso_PC(24:0),1310909.6707763672,1275861.0581054688,1252535.0736694336,1277787.692199707,1403577.1068725586,1311458.546447754
Lyso_PC(24:1),1331651.5457763672,1280722.564880371,1192603.1639404297,1314871.489807129,1386271.5630493164,1307638.0909423828
Lyso_PC(2:0),40137.80282592773,41128.80279541016,37558.702880859375,38693.36267089844,46049.32376098633,35931.062927246094
Lyso_PC(3:0),1378713.7521362305,1390633.641418457,1417834.058013916,1238371.830078125,1258964.556488037,1268034.756225586
Lyso_PC(3:1),514483.30114746094,572684.3642272949,781756.6647949219,478323.7102661133,521559.97161865234,657418.5752716064
Lyso_PC(4:0),60304.72454833984,63232.78454589844,62904.52423095703,59332.52404785156,63340.86401367188,61855.66424560547
Lyso_PC(5:0),68514.30432128906,57459.34381103516,62717.72424316406,58560.62420654297,71512.56481933594,56978.56439208984
Lyso_PC(6:0),32761.942260742188,35535.06268310547,36259.36248779297,31276.461791992188,34373.042541503906,34646.76235961914
Lyso_PC(7:0),125303.5083618164,110001.16784667967,107863.72705078124,69695.044921875,121661.22955322266,111604.16650390624
Lyso_PC(8:0),37417.36247253418,38545.4026184082,35196.942642211914,36617.342544555664,36528.142265319824,31852.56233215332
Lyso_PC(9:0),32410.382263183597,32072.662628173828,33763.52233886719,30296.442138671875,30747.142456054688,31722.42202758789
Lyso_PE(12:0) | PE (12:0),63236.06427001953,58667.92419433594,50384.72381591797,58613.80462646485,62217.08447265625,47750.10321044922
Lyso_PE(12:0) | PE (12:0)_2,66629.96435546875,67130.94500732422,51721.76336669922,59645.624267578125,62108.24420166016,51293.04376220703
Lyso_PE(13:0),30483.321716308597,33182.66198730469,31725.02279663086,31383.94235229492,33409.64245605469,33084.94209289551
Lyso_PE(14:0),92623.6259765625,97073.1453857422,96248.90744018556,95542.20584106444,90079.0654296875,91017.90884399414
Lyso_PE(14:1),101463.24789428712,94894.80627441406,94647.7466430664,101716.90786743164,110232.16781616212,125249.09133911131
Lyso_PE(15:0),599341.5704956055,571195.5212860107,630722.2981719971,528889.0122375488,564543.0735015869,580362.1122283936
Lyso_PE(15:1),177420.15368652344,174131.95416259766,176532.44889831543,204589.9945526123,224964.4195098877,235856.51805114743
Lyso_PE(16:0),1487.660099029541,1488.120101928711,735794.0842285156,1636.0601081848145,1421.6400985717771,636524.2214660645
Lyso_PE(16:1),1626.66011428833,1850.8601150512693,25771.32147216797,1619.560115814209,2269.260131835937,24564.281616210938
Lyso_PE(17:0),63118.68492126465,53328.30303955078,39414.54248046875,52691.58349609375,51089.40432739258,46654.74398803711
Lyso_PE(17:1),52385.94375610352,35853.12247467041,26146.161987304688,39628.52265930176,43944.782428741455,26499.28173828125
Lyso_PE(17:2),28755.2020111084,11433.720886230469,23867.821563720703,30558.7419128418,9986.980770111084,21536.101669311523
Lyso_PE(18:0),52255.54382324219,64479.22448730469,25576.541885375977,48392.863708496094,50336.8235168457,26162.94201660156
Lyso_PE(18:1),41849.66284179688,43646.563217163086,21510.501419067383,42837.36328125,38798.60287475586,20010.861541748047
Lyso_PE(18:2),53367.42398071289,47243.52337646485,29968.902221679688,49165.24304199219,46277.2431640625,27227.1414642334
Lyso_PE(18:3),42638.46328735352,192287.69317626956,25324.861785888672,41531.06274414063,38655.583099365234,24173.501724243164
Lyso_PE(18:4),83877.54577636719,6150566.934814453,200389.6328125,82246.365234375,83568.72521972656,243814.63671875
Lyso_PE(19:0),35852.462799072266,203676.2134399414,22511.941551208496,38523.962463378906,34617.74234008789,22125.941680908203
Lyso_PE(19:1),37309.702407836914,37366.88269042969,23654.14151000977,39048.40267944336,36071.60220336914,21733.361541748047
Lyso_PE(20:0),58415.50341796875,69577.14547729492,1800.000144958496,56033.54412841797,47078.08349609375,1596.0601196289062
Lyso_PE(20:1),122085.49041748048,129404.32888793944,1773.440113067627,72416.22540283203,95325.0076751709,2423.220199584961
Lyso_PE(20:2),323229.72283935547,303685.5765686035,15917.841033935549,166051.89303588867,242822.83203125,44757.70276260376
Lyso_PE(20:3),55334.1037902832,58629.24478149414,15686.021110534668,58017.88381958008,58689.7841796875,18237.26127243042
Lyso_PE(20:4),153445.23095703125,162642.75170898438,97253.40704345705,157105.17138671875,169627.53125,100970.30810546876
Lyso_PE(20:5),96479.5458984375,85115.74682617188,18521.781127929688,99165.86730957033,88116.96691894531,17515.501266479492
Lyso_PE(21:0),57595.30368041992,58165.3444519043,30646.54229736328,49610.323638916016,57227.643798828125,28300.561935424805
Lyso_PE(22:0),51882.02365112305,60567.04473876953,22367.821701049805,50975.36401367188,48685.76361083984,23367.36158752441
Lyso_PE(22:1),36488.56246948242,38434.30268096924,25264.32177734375,35650.72253417969,37563.603088378906,21202.52153778076
Lyso_PE(22:2),50945.40295410156,45542.38311767578,27002.622146606445,49902.02410888672,48327.86340332031,26272.641662597656
Lyso_PE(22:4),45719.66355895996,54852.62417602539,26062.96231842041,43958.82293701172,49427.4235534668,26159.401428222656
Lyso_PE(22:5),69520.46524047852,122738.92803955078,32209.46244812012,81636.5061340332,95906.06637573242,41637.442779541016
Lyso_PE(22:6),47918.48287963867,63714.76376342773,23767.701553344727,56439.46432495117,51365.76400756836,21781.80149841309
Lyso_PE(24:0),50954.34371948242,57656.16412353516,28297.862060546875,46298.42367553711,45918.10354614258,29016.76205444336
Lyso_PE(24:1),70419.12481689453,70993.22561645508,43900.02310180664,67538.14346313477,63269.32446289063,42653.62296295166
Lyso_PE(24:6),49263.46365356445,51440.94338989258,30227.00249481201,47553.24279785156,50448.36322021485,35764.041511535645
Lyso_PG(12:0),97586.20776367188,97161.4874267578,79471.46600341797,80440.98516845703,94559.68676757812,82272.14642333984
Lyso_PG(13:0) | PG (12:0),169503.89135742188,159722.7119140625,95881.46655273438,148135.2498779297,185458.99267578125,91264.86669921876
Lyso_PG(13:0) | PG (12:0)_2,186327.85278320312,163540.9931640625,108660.58666992188,146011.9500732422,183567.01416015625,92566.80688476562
Lyso_PG(14:0),79438.84497070312,89377.22625732422,70627.08618164062,68318.88424682617,74471.96533203125,83255.00537109375
Lyso_PG(14:1) | PG (14:1),956587.1362304688,1143524.6508789062,1043479.138671875,713315.0092773438,953785.6440429688,1386853.9106445312
Lyso_PG(14:1) | PG (14:1)_2,946857.8090820312,1157892.814453125,1047473.869140625,720797.2622070312,944955.755859375,1387978.0146484375
Lyso_PG(15:0) | PGo (16:0),65503.2446975708,87029.48614501953,81125.82580566406,63018.18440628052,90560.02697753906,72912.36505126953
Lyso_PG(15:0) | PGo (16:0)_2,53692.464626312256,82198.48486328125,79223.72546386719,47168.08304977417,89681.98654174805,70348.32418823242
Lyso_PG(15:1),95832.66705322266,93823.4262084961,90820.22729492188,111108.56829833984,106764.50677490234,86968.3251953125
Lyso_PG(16:0),1569.7401123046875,1464.2601051330566,161546.5746459961,1652.4201278686523,1460.600112915039,167109.3533935547
Lyso_PG(16:1) | PG (16:1),1549.1000938415527,1522.820110321045,56486.5837097168,1455.9201164245603,1604.7201080322266,65649.48458862305
Lyso_PG(16:1) | PG (16:1)_2,1567.720115661621,1512.860107421875,60638.10388183594,1460.2800979614258,1505.4401092529297,65975.76446533203
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),1199703.6162109375,1515468.6650390625,1007883.5307617188,833568.4702148438,1155757.3764648438,1442103.4287109375
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,1119773.798828125,1438108.6689453125,1050441.7250976562,788924.75390625,1098897.3393554688,1544390.5166015625
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,1071193.7958984375,1325579.7954101562,1111116.0659179688,737858.494140625,1026135.63671875,1613862.654296875
Lyso_PG(17:1) | PGp (18:0),57521.44372558594,62342.10467529297,53743.42395019531,50110.323638916016,49994.92346191406,60616.30432128906
Lyso_PG(17:1) | PGp (18:0)_2,51457.78329467773,57663.68435668945,52195.34399414063,50829.223876953125,49294.32360839844,62489.36407470703
Lyso_PG(17:2),78854.0856628418,71900.8461303711,57148.02410888672,72752.0654296875,67634.28466796875,58913.184173583984
Lyso_PG(18:0) | PG (18:0),736755.6710205078,584964.6521606445,127863.7684326172,270748.4178466797,513320.7364501953,153218.15118408203
Lyso_PG(18:0) | PG (18:0)_2,742452.3205566406,565179.5342407227,126203.62866210938,278998.5871582031,521076.3582763672,160355.33221435547
Lyso_PG(18:1) | PG (18:1),58975.544189453125,62282.88464355469,48848.34307861328,57904.16421508789,57463.84436035156,50030.34344482422
Lyso_PG(18:1) | PG (18:1)_2,61001.4443359375,66468.6049194336,48332.9831237793,55557.24383544922,57780.30389404297,48653.64318847656
Lyso_PG(18:2) | PG (18:2),54953.82385253906,53948.12335205078,45337.12316894531,53530.50393676758,48194.72317504883,39259.50286865234
Lyso_PG(18:2) | PG (18:2)_2,54531.9838256836,52636.8239440918,45306.24264526367,49334.76336669922,52190.34399414063,38996.342849731445
Lyso_PG(18:3) | PG (18:3),134346.63009643555,127566.70831298828,89604.70388793945,122384.76724243164,118545.48843383788,81362.76644897461
Lyso_PG(18:3) | PG (18:3)_2,135043.18920898438,127935.80996704102,90437.76748657228,114632.96746826172,120569.24768066406,79242.22660827637
Lyso_PG(18:4),65665.86434936523,131495.16912841797,50235.20346069336,63900.224609375,68357.3039855957,47275.16355895996
Lyso_PG(19:0),102460.34771728516,93020.94689941406,1522.6601104736328,90184.40692138672,99850.36743164062,1575.7201194763184
Lyso_PG(19:1),57377.68383789063,64509.50476074219,1518.3001136779783,54322.40408325195,56904.52368164063,1614.6401138305664
Lyso_PG(20:0),68628.60424804688,75519.64538574219,52961.363708496094,79890.7855834961,67670.92492675781,54257.36389160156
Lyso_PG(20:1) | PG (20:1),216873.6533203125,202092.67626953125,148779.87036132812,178469.873046875,185498.41381835935,136511.50927734375
Lyso_PG(20:1) | PG (20:1)_2,206998.31298828125,196205.21411132807,143936.43041992188,178875.5927734375,192032.65283203125,143339.47216796875
Lyso_PG(20:2) | PG (20:2),234534.21588134769,278466.1998901367,144314.99029541016,208107.29663085935,283014.3035888672,157858.75057983398
Lyso_PG(20:2) | PG (20:2)_2,227378.0750732422,269779.5201416016,136886.58926391602,203089.376159668,271758.5769958496,161408.87243652344
Lyso_PG(20:3) | PG (20:3),54313.144134521484,62131.263916015625,38082.9627532959,55877.044342041016,59028.844177246094,35008.04235839844
Lyso_PG(20:3) | PG (20:3)_2,58205.24331665039,64135.5852355957,36223.38233947754,52333.78366088867,55295.88366699219,36153.58251953125
Lyso_PG(20:4) | PG (20:4),53964.82354736328,53392.164154052734,26480.321975708008,50316.70336914063,48369.20318603516,25622.221557617188
Lyso_PG(20:4) | PG (20:4)_2,50270.26333618164,55960.34390258789,26932.701858520508,47936.46319580078,50528.083435058594,25481.22179031372
Lyso_PG(20:5) | PG (20:5),99649.48864746094,107874.2080078125,38261.44261550903,95547.9072265625,96515.82678222656,38832.68264007568
Lyso_PG(20:5) | PG (20:5)_2,94791.26745605467,94049.00610351562,40965.64276123047,93829.56677246094,95290.8662109375,40695.302879333496
Lyso_PG(21:0),69463.56430053711,75957.90451049805,57931.744453430176,73391.18536376953,69278.06475830078,64053.06430053711
Lyso_PG(22:0) | PG (22:0),198025.9346923828,198759.79083251956,115923.28857421876,220064.37451171875,198444.07348632807,119658.20874023438
Lyso_PG(22:0) | PG (22:0)_2,221273.9514770508,240249.6602783203,127512.96716308594,242537.3404541016,237688.99822998047,131945.7901611328
Lyso_PG(22:1) | PG (22:1),50895.263580322266,53426.663665771484,39876.26252746582,50168.22268676758,49870.204040527344,39882.40264892578
Lyso_PG(22:1) | PG (22:1)_2,53153.14416503906,54159.74475097656,38140.86242675781,49406.52301025391,52767.66409301758,38844.862716674805
Lyso_PG(22:2),64709.10447692871,82182.90670776367,56996.82398986816,63123.42419433594,71334.88481140137,52930.98394775391
Lyso_PG(22:4) | PG (22:4),99761.16662597656,89267.46594238281,65274.66424560547,85420.36553955078,87246.1265258789,65949.26382446289
Lyso_PG(22:4) | PG (22:4)_2,98412.14739990234,91113.62628173828,63939.70394897461,88287.40698242188,86601.12637329102,67873.10481262207
Lyso_PG(22:6) | PG (22:6),73243.88592529297,81578.20666503906,64741.48400878906,165650.92999267578,72002.50451660156,62544.224060058594
Lyso_PG(22:6) | PG (22:6)_2,75350.2053527832,81456.24542236328,63104.44470214844,166309.3084716797,74045.68481445312,66782.78479003906
Lyso_PI(12:0) | PI (12:0),28306.221740722656,84709.1859741211,67609.56565856934,67876.32531738281,86122.82629394531,30239.622676849365
Lyso_PI(12:0) | PI (12:0)_2,31095.502098083496,81699.24530029297,72132.44439697266,65886.62432861328,81791.82601928711,32253.86252593994
Lyso_PI(12:0) | PI (12:0)_3,28311.34200286865,79921.40631103516,64896.4642944336,67827.08511352539,84666.48651123047,31480.00217437744
Lyso_PI(13:0),50159.60388946533,112139.06774902344,92840.48663330078,83247.60638427734,129986.2890625,49637.38388442993
Lyso_PI(14:0) | PI (14:0),34938.84219360352,88278.82525634766,77266.98547363281,76960.58627319336,87671.1655883789,35135.28242111206
Lyso_PI(14:0) | PI (14:0)_2,33801.602741241455,86684.0651550293,76597.76501464844,75960.22521972656,88593.86581420898,37317.002670288086
Lyso_PI(14:1),135995.75078582764,564905.05078125,567016.634765625,539328.4323730469,572075.638671875,195377.23229599
Lyso_PI(15:0) | PIo (16:0),3361.920211791992,481182.39500427246,583872.5711975098,280641.96061325073,544975.1896972656,215788.75708007807
Lyso_PI(15:0) | PIo (16:0)_2,1759.1401329040527,459316.7342224121,582637.5874633789,3125.5801887512207,554104.5033073425,176396.09419250488
