Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
Lyso_PC(16:1),221295.02075195312,253514.0367431641,200772.57232666016,179472.37353515625,208194.7756347656,201951.55517578125
Lyso_PC(16:1)_2,219244.1767578125,252219.7197265625,198258.15258789065,178669.31225585938,203020.33477783203,206924.0563354492
Lyso_PC(17:0),72448.84536743164,78981.82550048828,64713.08441162109,63446.364196777344,63986.64566040039,70835.78567504883
Lyso_PC(17:1),87532.68469238281,112535.1264038086,75947.70532226562,76202.38586425781,82043.1854095459,84666.7265625
Lyso_PC(17:2),81515.76544189453,112486.28619384766,68231.0248413086,77509.14505004883,84948.26722717285,83562.18447875977
Lyso_PC(18:0),85851.18676757812,126577.8508605957,77110.28485107422,75587.42486572266,101409.22686767578,85377.52505493164
Lyso_PC(18:1),79952.50616455078,125862.50830078124,80141.447265625,74625.46566772461,99568.6478881836,79150.88516235352
Lyso_PC(18:2),73813.70523071289,113064.68884277344,71832.26412963867,69174.48583984375,93846.1266784668,80808.28729248047
Lyso_PC(18:3),67000.32357788086,100859.98532104492,61119.50421142578,60772.24401855469,81969.02670288086,72265.02438354492
Lyso_PC(18:4),53213.10385131836,64248.66564941406,52957.243255615234,48834.90309143066,56667.34408569336,63303.76412963867
Lyso_PC(19:0),133058.2490234375,149937.21118164062,161593.51123046875,121821.728515625,133721.26904296875,158563.51220703125
Lyso_PC(19:1),134736.81079101562,173027.6533203125,165624.09204101562,132118.4287109375,153739.55200195312,167019.77172851562
Lyso_PC(19:2),143698.33056640625,184792.61303710935,172432.47314453125,137134.68872070312,159176.27124023438,176978.853515625
Lyso_PC(19:3),134963.66845703125,186356.93212890625,171837.13208007812,136890.22998046875,159878.41162109375,175262.45288085938
Lyso_PC(20:0),68587.32489013672,82925.72552490234,110147.14776611328,62083.14358520508,71881.84484863281,114222.54699707033
Lyso_PC(20:1),112775.58801269533,124897.18798828124,126172.74829101562,109956.08813476562,118474.84838867188,132567.92919921875
Lyso_PC(20:2),124694.98828125,140742.208984375,157275.0498046875,122888.26953125,129807.5693359375,169024.55126953125
Lyso_PC(20:3),127053.86987304688,140288.21020507812,158510.59204101562,122997.36865234376,126254.587890625,162846.17236328125
Lyso_PC(20:4),125405.04907226562,133658.39013671875,151201.7509765625,120119.32836914062,120074.8076171875,158426.83081054688
Lyso_PC(20:5),132291.2705078125,136441.76879882812,159401.79125976562,125822.58776855467,130877.68994140624,160035.25073242188
Lyso_PC(21:0),2448513.725830078,2459627.7224121094,2546138.637084961,3833971.092041016,2099231.1717529297,2588389.8596191406
Lyso_PC(21:4),2409455.563110352,2350072.6596679688,2487231.534790039,3856615.862060547,2017193.141479492,2500026.487548828
Lyso_PC(22:0),510390.9329833984,556306.9787597656,479444.5811767578,520299.7623291016,393196.8231201172,535932.1937255859
Lyso_PC(22:1),501695.8092041016,549451.8221435547,477169.67041015625,518177.05725097656,403392.1556396485,526767.4150390625
Lyso_PC(22:2),876453.9860839844,899871.3728027344,829656.7313232422,1117910.4442138672,691343.775390625,884563.8898925781
Lyso_PC(22:4),2751444.881591797,2832763.6282958984,2811222.005859375,4165902.394287109,2233517.985839844,2864728.053222656
Lyso_PC(22:5),2542578.0036621094,2543986.539428711,2565378.658813477,3883220.217285156,2056358.5544433596,2592813.063964844
Lyso_PC(22:6),2515328.8627929688,2506585.961303711,2499617.8338623047,3805597.016357422,2106960.2680664062,2611418.022705078
Lyso_PC(24:0),1310909.6707763672,1275861.0581054688,1252535.0736694336,1565889.1699829102,1531883.060180664,898021.7210083008
Lyso_PC(24:1),1331651.5457763672,1280722.564880371,1192603.1639404297,1611795.6401367188,1543252.5775756836,933424.8053588868
Lyso_PC(2:0),40137.80282592773,41128.80279541016,37558.702880859375,34395.862396240234,36972.22259521485,46396.063903808594
Lyso_PC(3:0),1378713.7521362305,1390633.641418457,1417834.058013916,1049267.339050293,1202553.049987793,1375591.5878295898
Lyso_PC(3:1),514483.30114746094,572684.3642272949,781756.6647949219,392569.13092041016,461545.2166900635,740724.5583496094
Lyso_PC(4:0),60304.72454833984,63232.78454589844,62904.52423095703,62585.584533691406,62584.34484863281,66822.56506347656
Lyso_PC(5:0),68514.30432128906,57459.34381103516,62717.72424316406,61178.18432617188,57325.424377441406,61221.883850097656
Lyso_PC(6:0),32761.942260742188,35535.06268310547,36259.36248779297,31684.862579345703,31769.42205810547,37361.40258789063
Lyso_PC(7:0),125303.5083618164,110001.16784667967,107863.72705078124,65425.08441162109,94679.90551757812,75509.74627685547
Lyso_PC(8:0),37417.36247253418,38545.4026184082,35196.942642211914,34862.98222351074,34221.80302429199,38528.343338012695
Lyso_PC(9:0),32410.382263183597,32072.662628173828,33763.52233886719,30381.822265625,31382.962432861328,34756.94241333008
Lyso_PE(12:0) | PE (12:0),63236.06427001953,58667.92419433594,50384.72381591797,65989.26477050781,62108.14471435547,55810.94396972656
Lyso_PE(12:0) | PE (12:0)_2,66629.96435546875,67130.94500732422,51721.76336669922,75219.70581054688,62175.38446044922,54320.40393066406
Lyso_PE(13:0),30483.321716308597,33182.66198730469,31725.02279663086,33459.26225280762,30171.242156982426,32747.702362060547
Lyso_PE(14:0),92623.6259765625,97073.1453857422,96248.90744018556,87024.54739379883,78509.30462646484,102554.34832763672
Lyso_PE(14:1),101463.24789428712,94894.80627441406,94647.7466430664,145241.89141845703,125616.40954589844,71749.04560852051
Lyso_PE(15:0),599341.5704956055,571195.5212860107,630722.2981719971,477655.6792449951,542968.7627563477,600238.4911804199
Lyso_PE(15:1),177420.15368652344,174131.95416259766,176532.44889831543,316160.8480377197,254258.83685302731,104978.40783691406
Lyso_PE(16:0),1487.660099029541,1488.120101928711,735794.0842285156,1501.1201057434082,1460.200096130371,824180.9934997559
Lyso_PE(16:1),1626.66011428833,1850.8601150512693,25771.32147216797,1473.8600997924805,1867.8001251220703,25093.181884765625
Lyso_PE(17:0),63118.68492126465,53328.30303955078,39414.54248046875,59719.40496826172,58143.38348388672,31188.182136535645
Lyso_PE(17:1),52385.94375610352,35853.12247467041,26146.161987304688,51918.84310913086,38746.74254608154,29230.9020690918
Lyso_PE(17:2),28755.2020111084,11433.720886230469,23867.821563720703,34402.70198059082,14014.18096923828,28196.30207824707
Lyso_PE(18:0),52255.54382324219,64479.22448730469,25576.541885375977,54922.083892822266,58771.84338378906,30453.32209777832
Lyso_PE(18:1),41849.66284179688,43646.563217163086,21510.501419067383,42648.90270996094,40611.26287841797,22664.321548461918
Lyso_PE(18:2),53367.42398071289,47243.52337646485,29968.902221679688,48335.26382446289,48637.20378112793,29462.281692504883
Lyso_PE(18:3),42638.46328735352,192287.69317626956,25324.861785888672,41120.54284667969,47018.56332397461,28559.462158203125
Lyso_PE(18:4),83877.54577636719,6150566.934814453,200389.6328125,79140.36560058594,356090.884765625,173677.85327148438
Lyso_PE(19:0),35852.462799072266,203676.2134399414,22511.941551208496,39589.48257446289,39694.922790527344,26130.8017578125
Lyso_PE(19:1),37309.702407836914,37366.88269042969,23654.14151000977,38559.64245605469,35409.762268066406,27160.762145996094
Lyso_PE(20:0),58415.50341796875,69577.14547729492,1800.000144958496,60229.16369628906,61393.38424682617,1570.1001052856443
Lyso_PE(20:1),122085.49041748048,129404.32888793944,1773.440113067627,85454.00555419922,142278.09173583984,2066.2401161193848
Lyso_PE(20:2),323229.72283935547,303685.5765686035,15917.841033935549,225789.55432128903,371989.9260864258,1912.520133972168
Lyso_PE(20:3),55334.1037902832,58629.24478149414,15686.021110534668,54175.44415283203,59804.74459838867,10191.460746765137
Lyso_PE(20:4),153445.23095703125,162642.75170898438,97253.40704345705,158266.87084960938,154477.771484375,54779.563915252686
Lyso_PE(20:5),96479.5458984375,85115.74682617188,18521.781127929688,96589.0069580078,84460.30712890625,20237.841274261475
Lyso_PE(21:0),57595.30368041992,58165.3444519043,30646.54229736328,59641.24383544922,59982.94393920898,45611.46405029297
Lyso_PE(22:0),51882.02365112305,60567.04473876953,22367.821701049805,54472.66445922852,60362.86328125,23103.74157714844
Lyso_PE(22:1),36488.56246948242,38434.30268096924,25264.32177734375,39574.52282714844,35798.502380371094,25828.021850585938
Lyso_PE(22:2),50945.40295410156,45542.38311767578,27002.622146606445,46831.3232421875,44720.44320678711,26945.82191467285
Lyso_PE(22:4),45719.66355895996,54852.62417602539,26062.96231842041,44725.063049316406,52443.684143066406,29076.881858825684
Lyso_PE(22:5),69520.46524047852,122738.92803955078,32209.46244812012,71308.66458129883,122977.3074951172,38627.14273071289
Lyso_PE(22:6),47918.48287963867,63714.76376342773,23767.701553344727,56729.54382324219,59869.224365234375,29588.06242370605
Lyso_PE(24:0),50954.34371948242,57656.16412353516,28297.862060546875,51296.68365478516,49808.76370239258,34971.7223815918
Lyso_PE(24:1),70419.12481689453,70993.22561645508,43900.02310180664,64418.0244140625,66131.14393615723,50387.56346130371
Lyso_PE(24:6),49263.46365356445,51440.94338989258,30227.00249481201,50781.8840637207,54160.92385864258,27743.462028503414
Lyso_PG(12:0),97586.20776367188,97161.4874267578,79471.46600341797,76028.34558105469,85721.3662109375,87272.42645263672
Lyso_PG(13:0) | PG (12:0),169503.89135742188,159722.7119140625,95881.46655273438,171392.11206054688,125325.68920898438,117497.80834960938
Lyso_PG(13:0) | PG (12:0)_2,186327.85278320312,163540.9931640625,108660.58666992188,177290.7529296875,124287.04858398438,126280.42919921876
Lyso_PG(14:0),79438.84497070312,89377.22625732422,70627.08618164062,62050.52429199219,75505.8447265625,82216.96569824219
Lyso_PG(14:1) | PG (14:1),956587.1362304688,1143524.6508789062,1043479.138671875,841124.8198242188,979346.2236328124,771176.2680664062
Lyso_PG(14:1) | PG (14:1)_2,946857.8090820312,1157892.814453125,1047473.869140625,831269.59765625,964704.9619140624,760768.568359375
Lyso_PG(15:0) | PGo (16:0),65503.2446975708,87029.48614501953,81125.82580566406,62146.34553909302,80399.00595092773,103298.28735351562
Lyso_PG(15:0) | PGo (16:0)_2,53692.464626312256,82198.48486328125,79223.72546386719,39628.24318695068,78163.62615966797,104955.32821655272
Lyso_PG(15:1),95832.66705322266,93823.4262084961,90820.22729492188,93185.98645019533,83363.88610839844,95708.88775634766
Lyso_PG(16:0),1569.7401123046875,1464.2601051330566,161546.5746459961,1471.7400970458984,1468.3800926208496,176357.0711669922
Lyso_PG(16:1) | PG (16:1),1549.1000938415527,1522.820110321045,56486.5837097168,1543.0001106262207,1531.640106201172,83069.04583740234
Lyso_PG(16:1) | PG (16:1)_2,1567.720115661621,1512.860107421875,60638.10388183594,1488.840106964111,1575.9401092529297,78848.70449829102
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),1199703.6162109375,1515468.6650390625,1007883.5307617188,1106026.0170898438,1254833.138671875,600435.4860839844
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,1119773.798828125,1438108.6689453125,1050441.7250976562,1049682.4501953125,1197653.798828125,640666.1799316406
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,1071193.7958984375,1325579.7954101562,1111116.0659179688,984459.3425292968,1088854.1411132812,663693.0275878906
Lyso_PG(17:1) | PGp (18:0),57521.44372558594,62342.10467529297,53743.42395019531,44995.30346679688,45841.20343017578,84383.5864868164
Lyso_PG(17:1) | PGp (18:0)_2,51457.78329467773,57663.68435668945,52195.34399414063,46666.52314758301,47192.58364868164,84085.02572631836
Lyso_PG(17:2),78854.0856628418,71900.8461303711,57148.02410888672,79778.38555908203,61216.96441650391,69901.5453491211
Lyso_PG(18:0) | PG (18:0),736755.6710205078,584964.6521606445,127863.7684326172,647106.1052246094,901902.1672973632,277496.9031982422
Lyso_PG(18:0) | PG (18:0)_2,742452.3205566406,565179.5342407227,126203.62866210938,640110.3377075195,913106.8505859376,274351.4606933594
Lyso_PG(18:1) | PG (18:1),58975.544189453125,62282.88464355469,48848.34307861328,53097.66375732422,50935.803619384766,63956.58459472656
Lyso_PG(18:1) | PG (18:1)_2,61001.4443359375,66468.6049194336,48332.9831237793,54014.92419433594,48055.043395996094,60859.06427001953
Lyso_PG(18:2) | PG (18:2),54953.82385253906,53948.12335205078,45337.12316894531,45693.72286987305,48032.6838684082,49853.363372802734
Lyso_PG(18:2) | PG (18:2)_2,54531.9838256836,52636.8239440918,45306.24264526367,46664.78317260742,45685.02291870117,56825.72351074219
Lyso_PG(18:3) | PG (18:3),134346.63009643555,127566.70831298828,89604.70388793945,108097.24780273438,103985.76895141602,107379.70635986328
Lyso_PG(18:3) | PG (18:3)_2,135043.18920898438,127935.80996704102,90437.76748657228,99848.12823486328,112137.56689453124,107523.34646606444
Lyso_PG(18:4),65665.86434936523,131495.16912841797,50235.20346069336,63212.34423828125,62065.82409667969,79569.86477661133
Lyso_PG(19:0),102460.34771728516,93020.94689941406,1522.6601104736328,96894.12677001952,107781.88677978516,4521.160301208496
Lyso_PG(19:1),57377.68383789063,64509.50476074219,1518.3001136779783,50951.98373413086,50688.74331665039,1457.360107421875
Lyso_PG(20:0),68628.60424804688,75519.64538574219,52961.363708496094,64141.50411987305,71316.72509765625,68487.56512451172
Lyso_PG(20:1) | PG (20:1),216873.6533203125,202092.67626953125,148779.87036132812,161161.3916015625,189009.61401367188,149723.64965820312
Lyso_PG(20:1) | PG (20:1)_2,206998.31298828125,196205.21411132807,143936.43041992188,164389.7508544922,189764.49365234372,152174.8106689453
Lyso_PG(20:2) | PG (20:2),234534.21588134769,278466.1998901367,144314.99029541016,386361.72970581055,1110743.507446289,335348.6989135742
Lyso_PG(20:2) | PG (20:2)_2,227378.0750732422,269779.5201416016,136886.58926391602,394050.2710266113,1116083.1503601074,338614.0032043457
Lyso_PG(20:3) | PG (20:3),54313.144134521484,62131.263916015625,38082.9627532959,53333.56405639648,55793.02365112305,43238.08331298828
Lyso_PG(20:3) | PG (20:3)_2,58205.24331665039,64135.5852355957,36223.38233947754,52252.06381225586,57100.00378417969,43176.90280151367
Lyso_PG(20:4) | PG (20:4),53964.82354736328,53392.164154052734,26480.321975708008,46675.883392333984,46869.30364990234,41808.28373336792
Lyso_PG(20:4) | PG (20:4)_2,50270.26333618164,55960.34390258789,26932.701858520508,50409.06393432617,47473.98355102539,44885.12287902832
Lyso_PG(20:5) | PG (20:5),99649.48864746094,107874.2080078125,38261.44261550903,90312.50659179688,88813.34680175781,55922.6435508728
Lyso_PG(20:5) | PG (20:5)_2,94791.26745605467,94049.00610351562,40965.64276123047,90336.94677734376,90423.46606445312,56678.303813934326
Lyso_PG(21:0),69463.56430053711,75957.90451049805,57931.744453430176,56096.80310058594,61217.86477661133,76288.76672363281
Lyso_PG(22:0) | PG (22:0),198025.9346923828,198759.79083251956,115923.28857421876,125371.20770263672,232407.77734375,129613.50732421876
Lyso_PG(22:0) | PG (22:0)_2,221273.9514770508,240249.6602783203,127512.96716308594,132831.85095214844,273797.4415283203,151267.8692626953
Lyso_PG(22:1) | PG (22:1),50895.263580322266,53426.663665771484,39876.26252746582,46507.783111572266,48134.862701416016,49789.70378112793
Lyso_PG(22:1) | PG (22:1)_2,53153.14416503906,54159.74475097656,38140.86242675781,46573.622955322266,47815.063385009766,50030.843505859375
Lyso_PG(22:2),64709.10447692871,82182.90670776367,56996.82398986816,63943.823806762695,63314.023529052734,61020.82498168945
Lyso_PG(22:4) | PG (22:4),99761.16662597656,89267.46594238281,65274.66424560547,75008.62524414062,81511.22467041016,71980.20492553711
Lyso_PG(22:4) | PG (22:4)_2,98412.14739990234,91113.62628173828,63939.70394897461,78984.22564697266,82190.72634887695,72383.02529907227
Lyso_PG(22:6) | PG (22:6),73243.88592529297,81578.20666503906,64741.48400878906,73085.1650390625,69224.94506835938,81244.08544921875
Lyso_PG(22:6) | PG (22:6)_2,75350.2053527832,81456.24542236328,63104.44470214844,73765.96508789062,70963.66528320312,84391.86544799805
Lyso_PI(12:0) | PI (12:0),28306.221740722656,84709.1859741211,67609.56565856934,62948.00439453125,72001.904296875,63929.98400878906
Lyso_PI(12:0) | PI (12:0)_2,31095.502098083496,81699.24530029297,72132.44439697266,65184.444732666016,69831.80532836914,65931.64434814453
Lyso_PI(12:0) | PI (12:0)_3,28311.34200286865,79921.40631103516,64896.4642944336,61735.00396728516,72060.3251953125,68475.02508544922
Lyso_PI(13:0),50159.60388946533,112139.06774902344,92840.48663330078,88041.56555175781,100036.94732666016,86445.34631347656
Lyso_PI(14:0) | PI (14:0),34938.84219360352,88278.82525634766,77266.98547363281,77018.10507202148,81696.1852722168,78921.18536376953
Lyso_PI(14:0) | PI (14:0)_2,33801.602741241455,86684.0651550293,76597.76501464844,71922.00552368164,82606.22671508789,80378.94665527344
Lyso_PI(14:1),135995.75078582764,564905.05078125,567016.634765625,577600.7016601562,569121.9011230469,554944.9953613281
Lyso_PI(15:0) | PIo (16:0),3361.920211791992,481182.39500427246,583872.5711975098,2981.9402198791504,419664.1083068848,747041.7401123047
Lyso_PI(15:0) | PIo (16:0)_2,1759.1401329040527,459316.7342224121,582637.5874633789,3010.200187683105,390935.7881278992,752933.0030822754
