,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
2456,[TG(56:11)|TG(55:4)]_FA18:1,914.8,615.5,44079.46292114258,914.8 -> 615.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(56:11),18:1
2457,[TG(56:10)|TG(55:3)]_FA18:1,916.8,617.5,55790.32385253906,916.8 -> 617.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(56:10),18:1
2458,[TG(56:9)|TG(55:2)]_FA18:1,918.8,619.5,53899.563720703125,918.8 -> 619.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(56:9),18:1
2459,[TG(56:8)|TG(55:1)]_FA18:1,920.9,621.6,52553.44378662109,920.9 -> 621.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(56:8),18:1
2460,[TG(56:7)|TG(55:0)]_FA18:1,922.9,623.6,85913.88653564453,922.9 -> 623.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(56:7),18:1
2461,[TG(56:6)]_FA18:1,924.8,625.5,51388.984130859375,924.8 -> 625.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(56:6),18:1
2462,[TG(57:12)|TG(56:5)]_FA18:1,926.8,627.5,56143.94445800781,926.8 -> 627.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(57:12),18:1
2463,[TG(57:11)|TG(56:4)]_FA18:1,928.8,629.5,41847.18273925781,928.8 -> 629.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(57:11),18:1
2464,[TG(57:10)|TG(56:3)]_FA18:1,930.8,631.5,45031.72344970703,930.8 -> 631.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(57:10),18:1
2465,[TG(57:9)|TG(56:2)]_FA18:1,932.9,633.6,43103.04278564453,932.9 -> 633.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(57:9),18:1
2466,[TG(57:8)|TG(56:1)]_FA18:1,934.9,635.6,54206.84387207031,934.9 -> 635.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(57:8),18:1
2467,[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:1,936.9,637.6,159047.0105895996,936.9 -> 637.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(58:14),18:1
2468,[TG(58:13)|TG(57:6)]_FA18:1,938.8,639.5,106201.8681640625,938.8 -> 639.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(58:13),18:1
2469,[TG(58:12)|TG(57:5)]_FA18:1,940.8,641.5,32191.082275390625,940.8 -> 641.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(58:12),18:1
2470,[TG(58:11)|TG(57:4)]_FA18:1,942.8,643.5,29304.922088623047,942.8 -> 643.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(58:11),18:1
2471,[TG(58:10)|TG(57:3)]_FA18:1,944.9,645.6,33981.18243408203,944.9 -> 645.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(58:10),18:1
2472,[TG(58:9)|TG(57:2)]_FA18:1,946.9,647.6,39912.74267578125,946.9 -> 647.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(58:9),18:1
2473,[TG(58:8)|TG(57:1)]_FA18:1,948.9,649.6,72401.70495605469,948.9 -> 649.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(58:8),18:1
2474,[TG(58:7)|TG(57:0)]_FA18:1,950.9,651.6,87526.12622070312,950.9 -> 651.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(58:7),18:1
2475,[TG(59:13)|TG(58:6)]_FA18:1,952.8,653.5,39422.4228515625,952.8 -> 653.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(59:13),18:1
2476,[TG(59:12)|TG(58:5)]_FA18:1,954.8,655.5,31791.20227050781,954.8 -> 655.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(59:12),18:1
2477,[TG(59:11)|TG(58:4)]_FA18:1,956.9,657.6,33218.442321777344,956.9 -> 657.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(59:11),18:1
2478,[TG(59:10)|TG(58:3)]_FA18:1,958.9,659.6,29908.762084960938,958.9 -> 659.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(59:10),18:1
2479,[TG(59:9)|TG(58:2)]_FA18:1,960.9,661.6,37992.70236206055,960.9 -> 661.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(59:9),18:1
2480,[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:1,962.9,663.6,158556.47033691406,962.9 -> 663.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,15,(60:15),18:1
2481,[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:1,964.9,665.6,38458.842834472656,964.9 -> 665.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(60:14),18:1
2482,[TG(60:13)|TG(59:6)]_FA18:1,966.8,667.5,28790.36233520508,966.8 -> 667.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(60:13),18:1
2483,[TG(60:12)|TG(59:5)]_FA18:1,968.9,669.6,34056.5625,968.9 -> 669.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(60:12),18:1
2484,[TG(60:11)|TG(59:4)]_FA18:1,970.9,671.6,26802.2020111084,970.9 -> 671.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(60:11),18:1
2485,[TG(60:10)|TG(59:3)]_FA18:1,972.9,673.6,26076.081832885742,972.9 -> 673.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(60:10),18:1
2486,[TG(60:9)|TG(59:2)]_FA18:1,974.9,675.6,37899.4228515625,974.9 -> 675.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(60:9),18:1
2487,[TG(60:8)|TG(59:1)]_FA18:1,976.9,677.6,37119.102783203125,976.9 -> 677.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(60:8),18:1
2488,[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:1,978.9,679.6,30433.74227905273,978.9 -> 679.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(61:14),18:1
2489,[TG(61:13)|TG(60:6)]_FA18:1,980.9,681.6,27608.00177001953,980.9 -> 681.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(61:13),18:1
2490,[TG(61:12)|TG(60:5)]_FA18:1,982.9,683.6,58774.70364379883,982.9 -> 683.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(61:12),18:1
2491,[TG(61:11)|TG(60:4)]_FA18:1,984.9,685.6,124051.03155517578,984.9 -> 685.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(61:11),18:1
2492,[TG(61:10)|TG(60:3)]_FA18:1,986.9,687.6,34972.62268066406,986.9 -> 687.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(61:10),18:1
2493,[TG(62:16)|TG(61:9)|TG(60:2)]_FA18:1,988.9,689.6,28280.76239013672,988.9 -> 689.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,16,(62:16),18:1
2494,[TG(62:15)|TG(61:8)|TG(60:1)]_FA18:1,990.9,691.6,32385.402221679688,990.9 -> 691.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,15,(62:15),18:1
2495,[TG(62:14)|TG(61:7)|TG(60:0)]_FA18:1,993.0,693.7,29087.50177001953,993.0 -> 693.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(62:14),18:1
2496,[TG(62:13)|TG(61:6)]_FA18:1,994.9,695.6,25006.721771240234,994.9 -> 695.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(62:13),18:1
2497,[TG(62:12)|TG(61:5)]_FA18:1,996.9,697.6,53697.10391235352,996.9 -> 697.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(62:12),18:1
2498,[TG(62:11)|TG(61:4)]_FA18:1,998.9,699.6,30470.622024536133,998.9 -> 699.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(62:11),18:1
2499,[TG(62:10)|TG(61:3)]_FA18:1,1000.9,701.6,28146.46203613281,1000.9 -> 701.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(62:10),18:1
2500,[TG(62:9)|TG(61:2)]_FA18:1,1002.9,703.6,29716.36199951172,1002.9 -> 703.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(62:9),18:1
2501,[TG(62:8)|TG(61:1)]_FA18:1,1005.0,705.7,24292.72158813477,1005.0 -> 705.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(62:8),18:1
2502,[TG(62:7)|TG(61:0)]_FA18:1,1007.0,707.7,21530.96156311035,1007.0 -> 707.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(62:7),18:1
2503,[TG(63:13)|TG(62:6)]_FA18:1,1008.9,709.6,34068.02249145508,1008.9 -> 709.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(63:13),18:1
2504,[TG(63:12)|TG(62:5)]_FA18:1,1010.9,711.6,35349.28259277344,1010.9 -> 711.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(63:12),18:1
2505,[TG(63:11)|TG(62:4)]_FA18:1,1012.9,713.6,24428.621826171875,1012.9 -> 713.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(63:11),18:1
2506,[TG(64:17)|TG(63:10)|TG(62:3)]_FA18:1,1014.9,715.6,22260.961380004883,1014.9 -> 715.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,17,(64:17),18:1
2507,[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:1,1017.0,717.7,21235.861541748047,1017.0 -> 717.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,16,(64:16),18:1
2508,[TG(64:15)|TG(63:8)|TG(62:1)]_FA18:1,1019.0,719.7,22234.021423339844,1019.0 -> 719.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,15,(64:15),18:1
2509,[TG(64:14)|TG(63:7)|TG(62:0)]_FA18:1,1021.0,721.7,18093.74133300781,1021.0 -> 721.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(64:14),18:1
2510,[TG(64:13)|TG(63:6)]_FA18:1,1022.9,723.6,21801.48162841797,1022.9 -> 723.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(64:13),18:1
2511,[TG(64:12)|TG(63:5)]_FA18:1,1024.9,725.6,28142.92189025879,1024.9 -> 725.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(64:12),18:1
2512,[TG(64:11)|TG(63:4)]_FA18:1,1026.9,727.6,22682.901611328125,1026.9 -> 727.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(64:11),18:1
2513,[TG(64:10)|TG(63:3)]_FA18:1,1029.0,729.7,19630.88136291504,1029.0 -> 729.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(64:10),18:1
2514,[TG(64:9)|TG(63:2)]_FA18:1,1031.0,731.7,22953.641693115234,1031.0 -> 731.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(64:9),18:1
2515,[TG(64:8)|TG(63:1)]_FA18:1,1033.0,733.7,18482.301208496094,1033.0 -> 733.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(64:8),18:1
2516,[TG(64:7)|TG(63:0)]_FA18:1,1035.0,735.7,18804.1612701416,1035.0 -> 735.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(64:7),18:1
2517,[TG(64:6)]_FA18:1,1036.9,737.6,17203.181198120117,1036.9 -> 737.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(64:6),18:1
2518,[TG(65:12)|TG(64:5)]_FA18:1,1038.9,739.6,15505.041091918943,1038.9 -> 739.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(65:12),18:1
2519,[TG(66:18)|TG(65:11)|TG(64:4)]_FA18:1,1041.0,741.7,16529.501098632812,1041.0 -> 741.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,18,(66:18),18:1
2520,[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:1,1043.0,743.7,28256.382217407227,1043.0 -> 743.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,17,(66:17),18:1
2521,[TG(66:16)|TG(65:9)|TG(64:2)]_FA18:1,1045.0,745.7,21589.24157714844,1045.0 -> 745.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,16,(66:16),18:1
2522,[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:1,1047.0,747.7,17647.441162109375,1047.0 -> 747.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,15,(66:15),18:1
2523,[TG(66:14)|TG(65:7)|TG(64:0)]_FA18:1,1049.0,749.7,18173.301345825195,1049.0 -> 749.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(66:14),18:1
2524,[TG(66:13)|TG(65:6)]_FA18:1,1050.9,751.6,16644.98112487793,1050.9 -> 751.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(66:13),18:1
2525,[TG(66:12)|TG(65:5)]_FA18:1,1053.0,753.7,15876.241195678713,1053.0 -> 753.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(66:12),18:1
2526,[TG(66:11)|TG(65:4)]_FA18:1,1055.0,755.7,27573.821838378903,1055.0 -> 755.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(66:11),18:1
2527,[TG(66:10)|TG(65:3)]_FA18:1,1057.0,757.7,41591.94264221192,1057.0 -> 757.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(66:10),18:1
2528,[TG(66:9)|TG(65:2)]_FA18:1,1059.0,759.7,26903.02210998535,1059.0 -> 759.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(66:9),18:1
2529,[TG(66:8)|TG(65:1)]_FA18:1,1061.0,761.7,17076.481033325195,1061.0 -> 761.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(66:8),18:1
2530,[TG(66:7)]_FA18:1,1062.9,763.6,14740.22119140625,1062.9 -> 763.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(66:7),18:1
2531,[TG(66:6)]_FA18:1,1065.0,765.7,13846.100952148438,1065.0 -> 765.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(66:6),18:1
2532,[TG(66:5)]_FA18:1,1067.0,767.7,14777.001113891602,1067.0 -> 767.7,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,5,(66:5),18:1
