Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Sample Name Incomplete,Position,Genotype,Group,Sex,Age (weeks),Dilution Factor ,method_type,Blank Subtraction
CE(52:3;O2),1173.1,369.2,5079.320339202881,1173.1 -> 369.2,CE,CE_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,CE,0.0
Cer(d18:1/2:0),342.3,264.4,1208.8400840759277,342.3 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
CerP(d18:1/2:0),422.3,264.4,1094.3400840759277,422.3 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d12:0/14:0),428.4,182.4,1169.4600830078125,428.4 -> 182.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
"Cer(d14:2(4E,6E)/16:0)",480.4,206.4,1114.3600730895996,480.4 -> 206.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/12:0),482.5,264.4,1152.7200889587402,482.5 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d15:1/16:0),496.5,222.4,1156.460075378418,496.5 -> 222.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/13:0),498.5,266.4,1090.600082397461,498.5 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
CerP(d18:1/8:0),506.4,264.4,1084.340072631836,506.4 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
"Cer(d14:2(4E,6E)/18:1(9Z))",506.5,206.4,1081.5400772094727,506.5 -> 206.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/14:0),508.5,262.4,1157.04008102417,508.5 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/14:0),510.5,264.4,1189.480094909668,510.5 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/14:0),512.5,266.4,1192.780086517334,512.5 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/15:0),522.5,262.4,1068.1600761413574,522.5 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d16:1/17:0),524.5,236.4,1133.320083618164,524.5 -> 236.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/15:0),526.5,266.4,1133.160083770752,526.5 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
"Cer(d14:2(4E,6E)/20:1(11Z))",534.5,206.4,1096.5000762939453,534.5 -> 206.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/16:0),536.5,262.4,1198.8400802612305,536.5 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/16:0),538.5,264.4,1420.4000968933105,538.5 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/16:0),540.5,266.4,1194.1400833129883,540.5 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
"Cer(d15:2(4E,6E)/20:0)",550.5,220.4,1147.9600791931152,550.5 -> 220.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/17:0),552.5,264.4,1364.840103149414,552.5 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/17:0),554.6,266.4,1218.3200798034668,554.6 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
CerP(d18:1/12:0),562.4,264.4,1176.400089263916,562.4 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/18:1),562.5,262.4,1230.9200897216797,562.5 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/18:1(9Z)),564.5,264.4,1313.080078125,564.5 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/18:0),566.6,264.4,1318.020092010498,566.6 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/18:0),568.6,266.4,1150.4200897216797,568.6 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/h17:0),570.5,266.4,1167.5000801086426,570.5 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
"Cer(d15:2(4E,6E)/22:0)",578.6,220.4,1127.3000793457031,578.6 -> 220.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/19:0),580.6,264.4,1153.1000938415527,580.6 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/19:0),582.6,266.4,1183.920078277588,582.6 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
CerP(d18:1/14:0),590.5,264.4,1118.7400741577148,590.5 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/20:1),590.6,262.4,1068.1200828552246,590.6 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/20:0),592.6,262.4,1143.780071258545,592.6 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/20:0),594.6,264.4,1307.2400970458984,594.6 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/20:0),596.6,266.4,1093.3800773620605,596.6 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/21:0),606.6,262.4,1068.0400657653809,606.6 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d16:1/23:0),608.6,236.4,1240.7400856018066,608.6 -> 236.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/21:0),610.6,266.4,2406.4201736450195,610.6 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
CerP(d18:1/16:0),618.5,264.4,1159.2400741577148,618.5 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
CerP(d18:0/16:0),620.5,266.4,1089.4400787353516,620.5 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/22:0),620.6,262.4,1094.1600761413574,620.6 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/22:0),622.6,264.4,1223.9200859069824,622.6 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/22:0),624.6,266.4,1226.0600852966309,624.6 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/23:0),634.6,262.4,1127.5800971984863,634.6 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/23:0),636.6,264.4,1102.9600791931152,636.6 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/23:0),638.6,266.4,1203.240089416504,638.6 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
CerP(d18:1/18:0),646.5,264.4,1379.7400856018066,646.5 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d18:1/12:0),647.5,184.1,1138.8200874328613,647.5 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/24:1(15Z)),648.6,264.4,1335.06010055542,648.6 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:0/14:0),649.5,184.1,1099.2800750732422,649.5 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/24:0),650.6,264.4,1340.4000930786133,650.6 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/24:0),652.7,266.4,1243.840087890625,652.7 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/25:0),662.6,262.4,1267.980094909668,662.6 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d18:0/13:0),663.5,184.1,1214.1200828552246,663.5 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/25:0),664.7,264.4,1398.7601051330566,664.7 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/25:0),666.7,266.4,1407.840103149414,666.7 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/h24:0),668.7,266.4,1140.8800773620605,668.7 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d18:2/14:0),673.5,184.1,1092.9200859069824,673.5 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
CerP(d18:1/20:0),674.5,264.4,1253.9800910949707,674.5 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:1/16:0),675.5,184.1,1263.420093536377,675.5 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/26:1(17Z)),676.7,264.4,1205.2400970458984,676.7 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:0/16:0),677.6,184.1,1222.3400955200195,677.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/26:0),678.7,264.4,1330.0600967407227,678.7 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/26:0),680.7,266.4,1295.7600898742676,680.7 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d18:2/15:0),687.5,184.1,1113.880084991455,687.5 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:1/17:0),689.6,184.1,1177.2200889587402,689.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/27:0),690.7,262.4,1088.480079650879,690.7 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d18:0/15:0),691.6,184.1,1317.940097808838,691.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/27:0),692.7,264.4,1146.6400833129883,692.7 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/27:0),694.7,266.4,1095.5800819396973,694.7 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/h26:0),696.7,266.4,1164.580078125,696.7 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:1/18:1),701.6,184.1,1175.3000831604004,701.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
CerP(d18:1/22:0),702.6,264.4,1067.2800827026367,702.6 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:1/18:0),703.6,184.1,3101.660224914551,703.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/28:0),704.7,262.4,1123.960090637207,704.7 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:0/18:0),705.6,184.1,1484.8001022338867,705.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/28:0),706.7,264.4,1094.1200790405273,706.7 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d20:0/26:0),708.7,294.4,1189.400089263916,708.7 -> 294.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d18:1/17:0),717.6,184.1,1130.3200874328613,717.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/29:0),718.7,262.4,1067.6000747680664,718.7 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d18:0/17:0),719.6,184.1,1249.5200958251953,719.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/29:0),720.7,264.4,1106.2000846862793,720.7 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/29:0),722.7,266.4,1077.7600784301758,722.7 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d18:2/18:1),727.6,184.1,1246.8200874328613,727.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
CerP(d18:1/24:1(15Z)),728.6,264.4,1117.7000770568848,728.6 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:1/20:1),729.6,184.1,1180.2400856018066,729.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
CerP(d18:1/24:0),730.6,264.4,1107.4200706481934,730.6 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:1/20:0),731.6,184.1,1501.7801132202148,731.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/30:0),732.7,262.4,1067.2200736999512,732.7 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:0/20:0),733.6,184.1,1283.940086364746,733.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/30:0),734.7,264.4,1074.5600814819336,734.7 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/30:0),736.8,266.4,1067.5000801086426,736.8 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d18:1/19:0),745.6,184.1,1256.9401016235352,745.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/31:0),748.8,264.4,1162.480094909668,748.8 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/31:0),750.8,266.4,1104.7400856018066,750.8 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d18:2/20:1),755.6,184.1,1068.1800918579102,755.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
CerP(d18:1/26:1(17Z)),756.6,264.4,1141.4600791931152,756.6 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:1/22:1),757.6,184.1,1523.16011428833,757.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
CerP(d18:1/26:0),758.6,264.4,1124.660083770752,758.6 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:1/22:0),759.6,184.1,5211.440383911133,759.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:2/32:0),760.8,262.4,1067.580078125,760.8 -> 262.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:0/22:0),761.7,184.1,8567.000648498535,761.7 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/32:0),762.8,264.4,1067.7200736999512,762.8 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:0/32:0),764.8,266.4,1068.5200805664062,764.8 -> 266.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d18:2/21:0),771.6,184.1,1102.4800758361816,771.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:1/23:0),773.7,184.1,1335.2801094055176,773.7 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d16:0/23:0),775.7,184.1,1167.0000801086426,775.7 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
Cer(d18:1/33:0),776.8,264.4,1107.6800804138184,776.8 -> 264.4,Cer,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
SM(d18:2/22:1),783.6,184.1,2004.0201454162598,783.6 -> 184.1,SM,Cer_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,Cer,0.0
