Lipid,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo
TAG(58:3)_FA 20:4,32734.98181152344,36456.16272735596,34618.78212738037,33899.562408447266,36548.66290283203,40142.28337097168
TAG(58:4)_FA 16:0,23267.281616210938,21395.58151245117,19117.30139160156,20142.661682128903,17959.12126159668,15436.401229858398
TAG(58:4)_FA 16:1,31286.74269104004,30536.86210632324,32637.88191986084,33398.86218261719,26679.26156616211,23769.90173339844
TAG(58:4)_FA 18:0,30159.301864624023,28275.96216583252,28081.40185546875,25581.64178466797,26794.06216430664,26362.861907958984
TAG(58:4)_FA 18:1,26616.741806030277,29644.562286376957,25547.62184906006,28953.362228393555,27169.241958618164,27424.781814575195
TAG(58:4)_FA 18:2,38743.44230651856,41849.50346374512,39784.68251037598,36266.80271911621,36526.402923583984,36195.14237213135
TAG(58:4)_FA 20:0,29538.90202331543,32710.5223236084,28734.942260742188,23431.201461791992,29192.82175064087,28323.601943969727
TAG(58:4)_FA 20:4,28362.122116088867,28516.90217590332,28750.74200439453,25588.12181091309,25665.54180908203,25641.801803588867
TAG(58:5)_FA 16:0,23128.041564941406,24460.68156433105,24487.221717834476,24388.70179748535,21722.88165283203,17649.78108215332
TAG(58:5)_FA 16:1,25346.56167602539,22518.661575317383,21432.8013381958,20120.001403808597,18255.721282958984,16544.981163024902
TAG(58:5)_FA 18:0,46342.10348510742,37928.82231140137,42138.38296508789,30409.602157592773,30514.48223876953,36789.54260253906
TAG(58:5)_FA 18:1,28339.581802368164,32854.88298034668,30683.74207305908,24700.46182250977,27532.74184417725,25272.762100219727
TAG(58:5)_FA 18:2,27734.721786499023,28222.482292175293,26466.06183624268,24925.881713867188,27115.86172485352,28051.66192626953
TAG(58:5)_FA 20:0,32939.66187286377,31290.64233016968,31028.26230621338,23577.74154663086,28991.96206665039,26977.561714172363
TAG(58:5)_FA 20:4,29956.562309265137,28059.92172241211,31246.72194671631,24966.701766967773,25688.402053833008,25779.781742095947
TAG(58:6)_FA 16:0,20527.26139831543,24907.301887512207,25834.26202392578,24303.22158813477,22112.201553344727,21575.781677246094
TAG(58:6)_FA 16:1,21017.921585083008,25479.941680908203,26612.781707763672,26352.30187988281,21411.361434936523,18365.7211227417
TAG(58:6)_FA 18:0,189699.8950805664,93688.60748291016,106063.86666870116,46778.46337890625,59496.044830322266,52813.74347686768
TAG(58:6)_FA 18:1,36269.64227294922,39704.022720336914,36558.32243347168,30617.20211791992,28028.70216369629,33372.482261657715
TAG(58:6)_FA 18:2,34582.78254699707,30077.562049865723,29664.242065429688,27321.12190246582,26046.3219833374,27493.001922607426
TAG(58:6)_FA 20:0,32538.702377319336,33549.66262817383,31912.8624420166,27423.002075195312,29691.521942138672,27152.141830444336
TAG(58:6)_FA 20:4,29327.122344970703,30690.401885986328,32614.10250854492,29425.08209991455,28221.54211425781,28362.30194091797
TAG(58:7)_FA 16:0,33477.662185668945,40007.56246948242,50947.08387756348,37110.38250732422,31263.722106933597,33729.54211425781
TAG(58:7)_FA 16:1,24375.0018157959,26679.441680908203,25617.82157897949,23497.34181213379,21737.181442260742,21884.82144165039
TAG(58:7)_FA 18:0,47185.00314331055,51389.18356323242,63114.96469116211,44058.44296264648,40903.06301879883,42846.62307739258
TAG(58:7)_FA 18:1,120848.90841674805,80890.00631713867,89177.06549072266,46938.62368774414,46999.46337890625,46074.06311035156
TAG(58:7)_FA 18:2,37492.60269165039,41128.48289489746,38113.3025970459,29277.86172485352,33299.78257751465,34949.82215118408
TAG(58:7)_FA 20:0,91393.10751342772,85484.00662231445,73375.04507446289,61349.94403076172,75203.52473449707,88074.58633422852
TAG(58:7)_FA 20:4,22162.46157836914,27058.201736450195,26010.06187438965,22663.56153869629,24461.70188140869,24060.92169189453
TAG(58:8)_FA 16:0,32580.122497558597,39239.80308532715,41602.86336517334,35905.48248291016,31941.20245361328,35323.28271484375
TAG(58:8)_FA 16:1,33573.822265625,41459.8024597168,49762.20333862305,37587.12312316895,32952.12210083008,32732.142211914062
TAG(58:8)_FA 18:0,55083.06413269043,49381.203704833984,54758.26402282715,46812.7628326416,39477.30258178711,41769.28282165527
TAG(58:8)_FA 18:1,49260.42332458496,54105.70394897461,62770.78393554688,44171.74342346192,40869.44284057617,45769.502990722656
TAG(58:8)_FA 18:2,130560.16967773438,83422.2660522461,97267.68731689452,46038.00338745117,50786.52290344238,51122.1438293457
TAG(58:8)_FA 20:0,46437.58364868164,58437.58432006836,33171.44223022461,29229.382247924805,31859.96206665039,28234.76210784912
TAG(58:8)_FA 20:4,30968.40259552002,34861.82270812988,33571.002502441406,30768.04252624512,34152.282135009766,32142.60193634033
TAG(58:9)_FA 16:0,26252.52163696289,27509.98178100586,24705.16162109375,22759.4415435791,22346.121864318848,20543.30136871338
TAG(58:9)_FA 16:1,31555.182205200195,42250.12316894531,43957.12298583984,37582.70219421387,34407.00225830078,36737.34210205078
TAG(58:9)_FA 18:0,30286.20245361328,28713.88198852539,27362.662139892574,27470.92196655273,23629.6817779541,24810.241928100582
TAG(58:9)_FA 18:1,68296.90625,47643.94331359863,55780.36375427246,42122.56315612793,45418.94377136231,49873.94371032715
TAG(58:9)_FA 18:2,48895.24331665039,57963.424072265625,62589.884765625,42040.34271240234,41561.20275878906,46155.92329406738
TAG(58:9)_FA 20:0,36117.54280090332,34794.26274108887,31711.9022064209,27816.20212554932,28349.86196899414,31009.76222229004
TAG(58:9)_FA 20:4,36468.78305053711,30998.862007141117,32662.062126159668,25897.921844482426,31083.16184234619,28876.922065734863
TAG(60:0)_FA 16:0,16456.28127670288,21361.601501464844,19612.92126846313,19819.801193237305,16266.621173858644,16935.30113220215
TAG(60:0)_FA 16:1,15894.881065368652,16357.981155395508,16910.841175079346,15450.42095565796,14365.7008934021,13718.461051940918
TAG(60:0)_FA 18:0,47267.16365432739,40187.52342224121,56848.46424865723,42527.72361755371,37858.04271697998,40751.18328094482
TAG(60:0)_FA 18:1,19541.82109832764,20330.401500701904,22649.941188812256,20861.26156234741,19859.501392364506,17602.081253051758
TAG(60:0)_FA 18:2,16694.121116638184,19081.341430664062,14506.020988464355,16657.84117126465,14164.440929412842,14037.62088394165
TAG(60:0)_FA 20:0,131654.95105743408,136924.6890182495,99480.66806030272,135794.33156585693,133384.02709960938,113377.46604156494
TAG(60:0)_FA 20:4,16428.581157684326,20792.82131576538,14834.261112213137,16422.24122619629,15104.781070709229,15024.920997619629
TAG(60:1)_FA 16:0,16233.04118347168,18993.08148956299,18320.22134399414,17417.7013092041,15307.661026000977,17686.361236572266
TAG(60:1)_FA 16:1,17038.98117828369,19909.401473999023,20974.461490631104,19836.241493225098,17567.66136932373,17006.041221618652
TAG(60:1)_FA 18:0,23794.621620178223,25723.22184753418,28753.60221099853,22719.041690826416,19760.54151916504,22263.50164794922
TAG(60:1)_FA 18:1,63578.5242767334,45154.86259460449,64201.58421325684,46585.103271484375,43188.403160095215,38580.6230545044
TAG(60:1)_FA 18:2,20786.14167022705,21846.581741333008,22632.72148895264,19451.10137939453,20928.40137481689,18609.74133300781
TAG(60:1)_FA 20:0,23827.741622924805,20594.721572875977,21495.341232299805,22492.96158599853,16505.64093017578,21461.56134033203
TAG(60:1)_FA 20:4,29104.682216644287,28659.94204711914,27743.722106933597,27978.84228515625,29591.181930541992,23222.941371917725
TAG(60:10)_FA 16:0,22867.90184020996,21417.901443481445,19191.601402282715,18838.381340026852,15770.901084899902,16136.72100830078
TAG(60:10)_FA 16:1,23595.86155700684,23307.701538085938,23437.721717834476,25803.88167572021,19032.761184692383,18963.601356506348
TAG(60:10)_FA 18:0,19085.7414894104,22180.141662597656,21307.72148895264,19203.78134155273,20574.061447143555,17674.161422729492
TAG(60:10)_FA 18:1,20297.801330566406,18208.92148590088,18433.181159973145,20726.86156463623,19127.1612701416,20136.76131439209
TAG(60:10)_FA 18:2,27895.20213317871,32147.522003173828,33621.12254333496,28832.84211730957,24920.86151123047,27661.001739501957
TAG(60:10)_FA 20:0,47425.56324005127,29305.36158752441,41310.8623046875,26652.62230682373,30084.10196685791,36614.762031555176
TAG(60:10)_FA 20:4,25119.82176208496,29689.602127075195,27204.24200439453,22889.36131286621,24572.08161926269,23277.521774291992
TAG(60:11)_FA 16:0,33951.7223815918,35550.262634277344,29263.14205932617,33308.28240966797,34220.00231933594,27447.082061767574
TAG(60:11)_FA 16:1,21879.74168395996,21517.741470336918,18752.741271972656,20281.221389770508,17576.701232910156,16936.24114227295
TAG(60:11)_FA 18:0,28990.12174987793,28280.54179382324,29223.881980896,33355.3028717041,25737.321670532227,25958.481994628903
TAG(60:11)_FA 18:1,18235.661376953125,21149.901412963867,20697.001502990723,19193.581481933597,19453.96142578125,18126.10132598877
TAG(60:11)_FA 18:2,19329.26146697998,20906.761596679688,20777.701301574707,20694.78158569336,21558.941482543945,17717.66120147705
TAG(60:11)_FA 20:0,22964.78158569336,21443.861618041992,17658.84108734131,16390.94118118286,17317.48122024536,17727.381233215332
TAG(60:11)_FA 20:4,22633.101669311523,25659.86194610596,25799.681915283203,22784.521560668945,22007.52166748047,22065.361755371094
TAG(60:12)_FA 16:0,21924.781616210938,19897.12124633789,18572.561416625977,19263.66133117676,15594.08112335205,15752.341178894045
TAG(60:12)_FA 16:1,32416.26232910156,35894.402282714844,29044.882232666016,33249.0223236084,33060.722595214844,26051.682067871094
TAG(60:12)_FA 18:0,21000.66133117676,21219.8214263916,19038.10121154785,19018.90119934082,19084.18113708496,19034.921447753903
TAG(60:12)_FA 18:1,34176.12268066406,35585.80266571045,35367.38204193115,34518.46286010742,29888.62201690674,29746.46199798584
TAG(60:12)_FA 18:2,21436.86155700684,21627.32145690918,20824.901580810547,21737.361450195312,18665.10131072998,20819.82155609131
TAG(60:12)_FA 20:0,41234.20303344727,43019.522857666016,36759.142578125,43903.98321533203,43473.34313964844,40536.66287231445
TAG(60:12)_FA 20:4,27218.622310638428,28067.12205505371,24497.58185577393,27192.04202270508,23481.181610107426,21270.20147705078
TAG(60:2)_FA 16:0,19226.64121246338,18277.021270751957,19199.141326904297,17143.701095581055,16786.64116668701,16254.201259613035
TAG(60:2)_FA 16:1,16176.641082763672,17628.181266784668,20112.10123825073,18477.301292419437,13356.140983581545,14208.980964660645
TAG(60:2)_FA 18:0,21509.621520996094,21756.12142944336,22794.401599884037,19166.181381225582,18606.021446228027,18607.84112548828
TAG(60:2)_FA 18:1,27048.22173309326,22954.941787719727,28349.20215606689,23338.861892700195,21979.4015045166,22120.94145965576
TAG(60:2)_FA 18:2,62542.74482727051,48761.48403930664,63518.06404876709,48724.7433013916,43187.20248413086,37356.30332946777
TAG(60:2)_FA 20:0,34272.9024848938,28603.522064208984,27989.361598968502,24278.421516418457,25042.281829833984,24642.38152694702
TAG(60:2)_FA 20:4,20859.241439819336,19095.301361083984,19967.141258239742,16482.161163330078,17910.741214752197,17577.1410446167
TAG(60:3)_FA 16:0,16133.841094970703,17957.481170654297,18938.20149230957,19789.841606140137,15360.841033935549,17378.501205444336
TAG(60:3)_FA 16:1,18079.62115478516,20483.821395874023,19625.36138153076,19932.701416015625,15278.861114501951,16285.021202087402
TAG(60:3)_FA 18:0,46804.88372039795,40817.802185058594,48934.68369293213,35162.24225616455,40292.30253601074,47711.64392089844
TAG(60:3)_FA 18:1,20739.1014251709,22772.741485595703,20833.14124298096,22223.16148376465,18821.98139190674,20008.141494750977
TAG(60:3)_FA 18:2,27191.061965942383,27283.621948242188,30798.842262268063,20990.421493530277,21619.001960754395,24204.641471862797
TAG(60:3)_FA 20:0,20847.161682128903,22444.4418258667,20147.56133270264,22516.28143310547,20577.361530303955,19487.381324768063
TAG(60:3)_FA 20:4,21351.501502990723,23339.46182250977,20725.0213470459,20518.14141845703,21603.061637878414,18544.061401367188
TAG(60:4)_FA 16:0,16370.56103515625,15797.041061401367,17365.401153564453,17550.941207885742,15201.920959472656,14880.581077575684
TAG(60:4)_FA 16:1,16338.481170654297,19378.6014251709,18982.62135314941,20258.681427001957,16053.04108428955,14088.421081542969
TAG(60:4)_FA 18:0,26251.82176208496,20447.861526489258,20605.501556396484,19195.56132507324,17291.52121734619,15369.841079711914
TAG(60:4)_FA 18:1,44095.18241882324,32243.322540283203,35664.02257537842,33910.02158355713,30036.98171234131,36787.643032073975
TAG(60:4)_FA 18:2,21321.44157409668,21389.66144561768,22708.321502685547,21059.081199646,21642.34172058105,20015.02124023437
TAG(60:4)_FA 20:0,16756.881275177002,18854.20106506348,17869.821369171143,18374.261344909668,18748.281524658203,19695.021255493164
TAG(60:4)_FA 20:4,96533.12672424316,98934.70882415771,91173.06547546388,90448.94658660889,101449.287651062,88227.3849029541
TAG(60:5)_FA 16:0,18324.241165161133,21519.641555786133,21745.941818237305,21175.221603393555,17562.501258850098,16955.821266174316
TAG(60:5)_FA 16:1,16924.86110687256,18960.881271362305,18315.86138153076,17084.961380004883,14412.341064453123,13548.68088531494
TAG(60:5)_FA 18:0,17274.92124938965,22382.681480407715,22280.561546325684,22064.721893310547,18678.901290893555,17037.081260681152
TAG(60:5)_FA 18:1,26206.281616210938,22242.4416885376,19781.761531829838,18206.08132171631,19498.821533203125,17393.341247558594
TAG(60:5)_FA 18:2,45638.66355895996,30742.442276000977,31017.82302093506,29509.36180114746,32461.78215789795,26285.222129821777
TAG(60:5)_FA 20:0,22527.701484680176,23849.30149841309,21831.201343536377,23486.941318511963,24820.661949157715,25123.4020652771
TAG(60:5)_FA 20:4,23049.761688232426,21774.88176727295,21891.381191253666,20732.92140197754,19213.201362609863,18964.281372070312
TAG(60:6)_FA 16:0,18158.24133300781,19233.181442260742,18284.341331481934,19539.64141845703,16225.40104675293,14294.801071166992
TAG(60:6)_FA 16:1,16983.441200256348,22598.48156738281,21528.16178894043,22514.88165283203,17240.361358642578,17590.001178741455
TAG(60:6)_FA 18:0,21513.10154724121,23094.72194671631,23692.96175384521,20327.381423950195,18483.72132873535,18475.321376800537
TAG(60:6)_FA 18:1,22342.54167175293,21633.06159210205,21556.52124786377,21535.56135559082,20188.041397094727,17882.84136199951
TAG(60:6)_FA 18:2,26234.241897583008,22128.461540222168,19218.181427001957,19371.12133026123,18442.561462402344,15400.48108291626
TAG(60:6)_FA 20:0,24623.98188018799,26700.94201660156,25838.661743164062,25723.341758728027,22692.901809692383,22970.04150390625
TAG(60:6)_FA 20:4,36013.303173065186,29542.10219192505,26895.882026672363,24922.90216064453,24916.32131958008,24018.842014312744
TAG(60:7)_FA 16:0,27355.881881713867,23908.50164794922,26028.1416015625,22862.581802368164,22952.461685180664,21523.621459960938
TAG(60:7)_FA 16:1,17487.241188049316,19592.501350402832,19855.40135574341,18510.00131225586,16746.30113220215,15473.700904846191
TAG(60:7)_FA 18:0,29223.502227783203,34257.56265258789,44619.84365844727,30640.602020263672,27987.52215576172,36787.54248046875
TAG(60:7)_FA 18:1,26010.281845092773,22129.90153503418,19686.00115585327,21465.72137451172,21467.20147705078,19122.461502075195
TAG(60:7)_FA 18:2,22883.34155273437,22558.181594848636,20936.70132446289,20041.581329345703,19624.681381225582,18558.321144104004
TAG(60:7)_FA 20:0,24282.562103271484,24186.021476745605,25574.221893310547,25048.42179870605,21538.12156677246,23293.341674804688
TAG(60:7)_FA 20:4,19594.261344909668,22610.121658325195,21251.70154571533,20473.34136581421,21598.541259765625,20246.64126586914
TAG(60:8)_FA 16:0,21130.601516723636,22546.361740112305,22266.101737976074,25690.1619720459,20523.16159057617,18214.141387939453
TAG(60:8)_FA 16:1,23377.941528320312,25313.861755371094,27145.821884155277,23346.54150390625,21011.98137664795,21849.46165466309
TAG(60:8)_FA 18:0,25963.44206237793,29221.54216003418,33988.14242553711,27958.502075195312,24103.38168334961,26191.48201751709
TAG(60:8)_FA 18:1,30390.46220397949,31709.042236328125,39482.422790527344,29414.18194580078,29620.342163085938,30417.022079467773
TAG(60:8)_FA 18:2,27246.122009277344,23275.94190979004,21581.181632995605,21576.74169921875,22275.08178710937,19549.22161102295
TAG(60:8)_FA 20:0,31784.382354736328,33124.5022277832,24710.301483154297,29493.861923217773,25384.86181640625,21609.661659240723
TAG(60:8)_FA 20:4,18270.281295776367,19205.42126464844,17097.481246948242,17974.00115966797,18519.081199646,14792.941024780272
TAG(60:9)_FA 16:0,20984.00156402588,25160.92156982422,23460.32182312012,23120.241607666016,18780.76121520996,17098.22120666504
TAG(60:9)_FA 16:1,18075.901245117188,26220.50164794922,23569.681427001957,24522.64158630371,23154.48161315918,21578.72152709961
TAG(60:9)_FA 18:0,20919.721466064453,22426.481674194336,21560.341400146484,22638.10165405273,17953.981399536133,17467.001319885254
TAG(60:9)_FA 18:1,29618.382247924805,30470.802200317383,33847.80234527588,26552.881950378414,25673.081939697266,25577.04215621948
TAG(60:9)_FA 18:2,31241.822036743164,31340.322204589844,39042.762634277344,28822.102111816406,29858.06198120117,28617.20195007324
TAG(60:9)_FA 20:0,24463.96152496338,22774.081634521484,21235.261711120605,21050.181411743164,19622.881286621094,19543.241317749023
TAG(60:9)_FA 20:4,19798.041313171387,23135.961837768555,20601.1416015625,23918.90161895752,22101.66172027588,23036.1016998291
TetradecanoylcarnitineO-tetradecanoylcarnitine,1355258.702392578,1317943.5366210938,1386846.6630859375,1374536.5603027344,1347233.9157714844,1472230.9790039062
