Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex
Lyso_PC(16:1)_2,219244.1767578125,252219.7197265625,198258.15258789065,213202.51495361328,228598.17864990237,213364.5140075684
Lyso_PC(17:0),72448.84536743164,78981.82550048828,64713.08441162109,68162.02474975586,74251.02435302734,61937.68325805664
Lyso_PC(17:1),87532.68469238281,112535.1264038086,75947.70532226562,81375.7650756836,100988.14587402344,98807.10440063477
Lyso_PC(17:2),81515.76544189453,112486.28619384766,68231.0248413086,84929.48442077637,99804.7646484375,93646.6442565918
Lyso_PC(18:0),85851.18676757812,126577.8508605957,77110.28485107422,87229.50686645508,104114.10618591309,99166.38619995116
Lyso_PC(18:1),79952.50616455078,125862.50830078124,80141.447265625,80200.70565795898,107466.66821289062,96909.36651611328
Lyso_PC(18:2),73813.70523071289,113064.68884277344,71832.26412963867,74418.72485351562,95595.8258972168,91070.74609375
Lyso_PC(18:3),67000.32357788086,100859.98532104492,61119.50421142578,65040.584869384766,82826.22457885742,81849.36590576172
Lyso_PC(18:4),53213.10385131836,64248.66564941406,52957.243255615234,47005.26303100586,61642.364349365234,63520.66418457031
Lyso_PC(19:0),133058.2490234375,149937.21118164062,161593.51123046875,129964.28955078124,135465.22875976562,170893.55297851562
Lyso_PC(19:1),134736.81079101562,173027.6533203125,165624.09204101562,135391.95043945312,161986.73022460938,184284.171875
Lyso_PC(19:2),143698.33056640625,184792.61303710935,172432.47314453125,139944.62963867188,169943.39184570312,188709.69213867188
Lyso_PC(19:3),134963.66845703125,186356.93212890625,171837.13208007812,142770.5107421875,162278.11279296875,190301.7126464844
Lyso_PC(20:0),68587.32489013672,82925.72552490234,110147.14776611328,75896.76541137695,86251.98596191406,119230.26586914062
Lyso_PC(20:1),112775.58801269533,124897.18798828124,126172.74829101562,121713.86865234376,129361.54931640624,144349.95043945312
Lyso_PC(20:2),124694.98828125,140742.208984375,157275.0498046875,133300.07006835938,147670.03051757812,168661.5107421875
Lyso_PC(20:3),127053.86987304688,140288.21020507812,158510.59204101562,129584.82788085938,138929.9892578125,171967.13110351562
Lyso_PC(20:4),125405.04907226562,133658.39013671875,151201.7509765625,125265.5107421875,133114.04956054688,164809.67211914062
Lyso_PC(20:5),132291.2705078125,136441.76879882812,159401.79125976562,131087.2490234375,135289.869140625,162614.03271484375
Lyso_PC(21:0),2448513.725830078,2459627.7224121094,2546138.637084961,2794677.4243164062,2359628.547241211,2431069.7095947266
Lyso_PC(21:4),2409455.563110352,2350072.6596679688,2487231.534790039,2668789.166015625,2342301.317138672,2325640.266723633
Lyso_PC(22:0),510390.9329833984,556306.9787597656,479444.5811767578,528320.7664794922,447081.2299804688,473009.36083984375
Lyso_PC(22:1),501695.8092041016,549451.8221435547,477169.67041015625,533187.6323242188,454632.5712890625,467572.7673339844
Lyso_PC(22:2),876453.9860839844,899871.3728027344,829656.7313232422,931206.0709228516,787555.9086303711,784271.0850830078
Lyso_PC(22:4),2751444.881591797,2832763.6282958984,2811222.005859375,2952220.6440429688,2617764.994140625,2633205.685546875
Lyso_PC(22:5),2542578.0036621094,2543986.539428711,2565378.658813477,2687751.1931152344,2363640.3118896484,2412424.337890625
Lyso_PC(22:6),2515328.8627929688,2506585.961303711,2499617.8338623047,2723061.8120117188,2354835.174438477,2362137.7236328125
Lyso_PC(24:0),1310909.6707763672,1275861.0581054688,1252535.0736694336,1022237.542236328,1425788.916381836,1334252.687866211
Lyso_PC(24:1),1331651.5457763672,1280722.564880371,1192603.1639404297,1068875.7888793943,1488782.1209716797,1350830.0040893557
Lyso_PC(2:0),40137.80282592773,41128.80279541016,37558.702880859375,44527.34341430664,41813.06314086914,37966.68246459961
Lyso_PC(3:0),1378713.7521362305,1390633.641418457,1417834.058013916,1381279.5592041016,1282680.5951538086,1364002.7477722168
Lyso_PC(3:1),514483.30114746094,572684.3642272949,781756.6647949219,527429.2012023926,528513.5643310547,728880.5522155762
Lyso_PC(4:0),60304.72454833984,63232.78454589844,62904.52423095703,60389.204345703125,63137.22448730469,62214.52478027344
Lyso_PC(5:0),68514.30432128906,57459.34381103516,62717.72424316406,73066.38549804688,58815.04431152344,56869.80456542969
Lyso_PC(6:0),32761.942260742188,35535.06268310547,36259.36248779297,32188.78240966797,33948.32260131836,35546.00231933594
Lyso_PC(7:0),125303.5083618164,110001.16784667967,107863.72705078124,119708.04846191406,74772.205078125,93363.28674316406
Lyso_PC(8:0),37417.36247253418,38545.4026184082,35196.942642211914,38834.263671875,36789.18226623535,35651.56294250488
Lyso_PC(9:0),32410.382263183597,32072.662628173828,33763.52233886719,31338.902465820312,35567.06271362305,33157.20230102539
Lyso_PE(12:0) | PE (12:0),63236.06427001953,58667.92419433594,50384.72381591797,63051.10485839844,61949.98461914063,51484.00415039063
Lyso_PE(12:0) | PE (12:0)_2,66629.96435546875,67130.94500732422,51721.76336669922,60681.48425292969,65928.98443603516,53947.14410400391
Lyso_PE(13:0),30483.321716308597,33182.66198730469,31725.02279663086,33544.54243469238,32823.98263549805,33090.301986694336
Lyso_PE(14:0),92623.6259765625,97073.1453857422,96248.90744018556,87890.40606689453,96582.22650146484,93155.24807739258
Lyso_PE(14:1),101463.24789428712,94894.80627441406,94647.7466430664,81199.48522949219,115519.9476928711,110463.72792053224
Lyso_PE(15:0),599341.5704956055,571195.5212860107,630722.2981719971,568512.1632080078,562622.633102417,608762.5358276367
Lyso_PE(15:1),177420.15368652344,174131.95416259766,176532.44889831543,136586.97213745117,238605.2573852539,202215.25520324707
Lyso_PE(16:0),1487.660099029541,1488.120101928711,735794.0842285156,1662.080135345459,1416.2400932312012,707197.2882995605
Lyso_PE(16:1),1626.66011428833,1850.8601150512693,25771.32147216797,1469.8201065063477,1847.620132446289,25443.601852416992
Lyso_PE(17:0),63118.68492126465,53328.30303955078,39414.54248046875,74649.68531799316,56647.32318115234,47094.66287231445
Lyso_PE(17:1),52385.94375610352,35853.12247467041,26146.161987304688,52008.18356323242,39167.603515625,24601.06184387207
Lyso_PE(17:2),28755.2020111084,11433.720886230469,23867.821563720703,29789.84210205078,13618.16082763672,27485.66192626953
Lyso_PE(18:0),52255.54382324219,64479.22448730469,25576.541885375977,54278.94403076172,55208.08459472656,30092.482025146484
Lyso_PE(18:1),41849.66284179688,43646.563217163086,21510.501419067383,39105.66284179688,38249.242614746094,24038.881660461426
Lyso_PE(18:2),53367.42398071289,47243.52337646485,29968.902221679688,47283.28323364258,53209.36312866211,28235.62171936035
Lyso_PE(18:3),42638.46328735352,192287.69317626956,25324.861785888672,45223.44338989258,55025.18389892578,25923.22183227539
Lyso_PE(18:4),83877.54577636719,6150566.934814453,200389.6328125,89168.46691894531,719531.388671875,200920.294921875
Lyso_PE(19:0),35852.462799072266,203676.2134399414,22511.941551208496,37374.80270385742,51856.40417480469,23227.321685791016
Lyso_PE(19:1),37309.702407836914,37366.88269042969,23654.14151000977,38668.14279174805,38822.68280029297,27334.0020904541
Lyso_PE(20:0),58415.50341796875,69577.14547729492,1800.000144958496,57735.70428466797,54474.34405517578,1680.3201217651367
Lyso_PE(20:1),122085.49041748048,129404.32888793944,1773.440113067627,163634.48986816406,90085.626953125,1671.4801025390625
Lyso_PE(20:2),323229.72283935547,303685.5765686035,15917.841033935549,497647.7147827149,209780.2778930664,2616.640167236328
Lyso_PE(20:3),55334.1037902832,58629.24478149414,15686.021110534668,57163.64422607422,62147.364990234375,17701.481510162354
Lyso_PE(20:4),153445.23095703125,162642.75170898438,97253.40704345705,159388.17114257812,158872.29174804688,82031.42609024048
Lyso_PE(20:5),96479.5458984375,85115.74682617188,18521.781127929688,98819.9072265625,91800.6864013672,19152.421493530277
Lyso_PE(21:0),57595.30368041992,58165.3444519043,30646.54229736328,87757.24655151367,55654.04473876953,35582.04244995117
Lyso_PE(22:0),51882.02365112305,60567.04473876953,22367.821701049805,56585.16387939453,53942.10363769531,27198.022079467773
Lyso_PE(22:1),36488.56246948242,38434.30268096924,25264.32177734375,41971.14266967773,39181.60284423828,25360.44163513184
Lyso_PE(22:2),50945.40295410156,45542.38311767578,27002.622146606445,53169.623046875,46934.46314239502,29089.76194763184
Lyso_PE(22:4),45719.66355895996,54852.62417602539,26062.96231842041,47519.12307739258,47068.742767333984,34298.96237182617
Lyso_PE(22:5),69520.46524047852,122738.92803955078,32209.46244812012,93331.02627563477,104717.34698486328,75396.98522949219
Lyso_PE(22:6),47918.48287963867,63714.76376342773,23767.701553344727,53752.10409545898,57161.58416748047,30662.802001953125
Lyso_PE(24:0),50954.34371948242,57656.16412353516,28297.862060546875,49776.903411865234,49925.744384765625,32055.622283935547
Lyso_PE(24:1),70419.12481689453,70993.22561645508,43900.02310180664,73293.564453125,62804.82376098633,49077.58329772949
Lyso_PE(24:6),49263.46365356445,51440.94338989258,30227.00249481201,52615.54379272461,50852.52381896973,43733.04328918457
Lyso_PG(12:0),97586.20776367188,97161.4874267578,79471.46600341797,78609.22625732422,90008.88598632812,88899.18688964844
Lyso_PG(13:0) | PG (12:0),169503.89135742188,159722.7119140625,95881.46655273438,145131.91064453125,128483.40942382812,112850.96740722656
Lyso_PG(13:0) | PG (12:0)_2,186327.85278320312,163540.9931640625,108660.58666992188,150098.74963378906,147085.2508544922,115446.54858398438
Lyso_PG(14:0),79438.84497070312,89377.22625732422,70627.08618164062,91497.48596191406,82256.86560058594,99267.0672607422
Lyso_PG(14:1) | PG (14:1),956587.1362304688,1143524.6508789062,1043479.138671875,1258672.4228515625,1011577.1616210938,1377536.2084960938
Lyso_PG(14:1) | PG (14:1)_2,946857.8090820312,1157892.814453125,1047473.869140625,1273893.7622070312,991362.8793945312,1408114.28125
Lyso_PG(15:0) | PGo (16:0),65503.2446975708,87029.48614501953,81125.82580566406,99884.14504623412,76440.50614929199,82327.16583251953
Lyso_PG(15:0) | PGo (16:0)_2,53692.464626312256,82198.48486328125,79223.72546386719,69923.82579040527,79943.26568603516,86121.12686157227
Lyso_PG(15:1),95832.66705322266,93823.4262084961,90820.22729492188,102172.9478149414,100178.10626220705,89803.64767456055
Lyso_PG(16:0),1569.7401123046875,1464.2601051330566,161546.5746459961,1453.4201126098633,1467.8801040649414,186140.9340209961
Lyso_PG(16:1) | PG (16:1),1549.1000938415527,1522.820110321045,56486.5837097168,1684.7401084899902,1634.6601028442385,72665.84478759766
Lyso_PG(16:1) | PG (16:1)_2,1567.720115661621,1512.860107421875,60638.10388183594,1706.660125732422,1512.6801071166992,70501.2445678711
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),1199703.6162109375,1515468.6650390625,1007883.5307617188,1727465.3676757812,1262055.7163085938,1398261.315673828
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,1119773.798828125,1438108.6689453125,1050441.7250976562,1625907.2641601562,1232189.2143554688,1485995.8959960938
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,1071193.7958984375,1325579.7954101562,1111116.0659179688,1521635.9482421875,1133377.6079101562,1556953.1655273438
Lyso_PG(17:1) | PGp (18:0),57521.44372558594,62342.10467529297,53743.42395019531,54148.80422973633,58135.86352539063,82315.56579589844
Lyso_PG(17:1) | PGp (18:0)_2,51457.78329467773,57663.68435668945,52195.34399414063,59036.80407714844,58824.56433105469,82732.76611328125
Lyso_PG(17:2),78854.0856628418,71900.8461303711,57148.02410888672,64384.684814453125,72226.56481933594,64609.204650878906
Lyso_PG(18:0) | PG (18:0),736755.6710205078,584964.6521606445,127863.7684326172,634398.4738769531,864664.8092651367,252140.61895751956
Lyso_PG(18:0) | PG (18:0)_2,742452.3205566406,565179.5342407227,126203.62866210938,632419.8797607422,889756.4171142578,251318.75744628903
Lyso_PG(18:1) | PG (18:1),58975.544189453125,62282.88464355469,48848.34307861328,59266.804107666016,56538.84442138672,52211.263427734375
Lyso_PG(18:1) | PG (18:1)_2,61001.4443359375,66468.6049194336,48332.9831237793,61069.84356689453,57408.16394042969,53643.78399658203
Lyso_PG(18:2) | PG (18:2),54953.82385253906,53948.12335205078,45337.12316894531,63475.22473144531,49932.503509521484,51973.44369506836
Lyso_PG(18:2) | PG (18:2)_2,54531.9838256836,52636.8239440918,45306.24264526367,62306.984130859375,47544.423278808594,56877.10339355469
Lyso_PG(18:3) | PG (18:3),134346.63009643555,127566.70831298828,89604.70388793945,126294.16860961914,110590.7279663086,101586.2074584961
Lyso_PG(18:3) | PG (18:3)_2,135043.18920898438,127935.80996704102,90437.76748657228,132135.30938720703,117494.8671875,104265.36758422852
Lyso_PG(18:4),65665.86434936523,131495.16912841797,50235.20346069336,66564.68450927734,77059.04528808594,62217.34494018555
Lyso_PG(19:0),102460.34771728516,93020.94689941406,1522.6601104736328,102102.28771972656,111208.24822998048,1630.2801208496094
Lyso_PG(19:1),57377.68383789063,64509.50476074219,1518.3001136779783,60182.96502685547,59933.72471618652,1491.420108795166
Lyso_PG(20:0),68628.60424804688,75519.64538574219,52961.363708496094,69926.54455566406,72648.86511230469,63783.88436889648
Lyso_PG(20:1) | PG (20:1),216873.6533203125,202092.67626953125,148779.87036132812,199992.37451171875,185115.91381835935,150701.69116210938
Lyso_PG(20:1) | PG (20:1)_2,206998.31298828125,196205.21411132807,143936.43041992188,196260.63256835935,188939.8732910156,151284.83081054688
Lyso_PG(20:2) | PG (20:2),234534.21588134769,278466.1998901367,144314.99029541016,409278.7787475586,288855.0391845703,231983.4186706543
Lyso_PG(20:2) | PG (20:2)_2,227378.0750732422,269779.5201416016,136886.58926391602,410978.7850952149,277433.16342163086,229102.47442626956
Lyso_PG(20:3) | PG (20:3),54313.144134521484,62131.263916015625,38082.9627532959,60992.24490356445,62328.404541015625,43966.063049316406
Lyso_PG(20:3) | PG (20:3)_2,58205.24331665039,64135.5852355957,36223.38233947754,61960.724517822266,59360.02490234375,42583.42295837402
Lyso_PG(20:4) | PG (20:4),53964.82354736328,53392.164154052734,26480.321975708008,53665.90383911133,55504.14450073242,29395.582550048828
Lyso_PG(20:4) | PG (20:4)_2,50270.26333618164,55960.34390258789,26932.701858520508,52694.48370361328,51100.32357788086,32522.36199951172
Lyso_PG(20:5) | PG (20:5),99649.48864746094,107874.2080078125,38261.44261550903,93536.00720214844,99798.80700683594,46889.36322021485
Lyso_PG(20:5) | PG (20:5)_2,94791.26745605467,94049.00610351562,40965.64276123047,100301.34765625,101364.38684082033,49014.203563690186
Lyso_PG(21:0),69463.56430053711,75957.90451049805,57931.744453430176,77618.22555541992,68776.28442382812,61995.704986572266
Lyso_PG(22:0) | PG (22:0),198025.9346923828,198759.79083251956,115923.28857421876,388397.3115234375,175154.57165527344,123025.18920898438
Lyso_PG(22:0) | PG (22:0)_2,221273.9514770508,240249.6602783203,127512.96716308594,494939.8901367188,203715.37408447263,137872.86993408203
Lyso_PG(22:1) | PG (22:1),50895.263580322266,53426.663665771484,39876.26252746582,56016.80346679688,55850.62377929688,46195.40296936035
Lyso_PG(22:1) | PG (22:1)_2,53153.14416503906,54159.74475097656,38140.86242675781,53605.703674316406,51599.04318237305,46891.40301513672
Lyso_PG(22:2),64709.10447692871,82182.90670776367,56996.82398986816,87441.28747558594,77709.42590332031,62189.00520324707
Lyso_PG(22:4) | PG (22:4),99761.16662597656,89267.46594238281,65274.66424560547,116367.48809814452,91663.98648071288,70813.46563720703
Lyso_PG(22:4) | PG (22:4)_2,98412.14739990234,91113.62628173828,63939.70394897461,109633.8077392578,89998.76495361328,68049.42477416992
Lyso_PG(22:6) | PG (22:6),73243.88592529297,81578.20666503906,64741.48400878906,77877.48693847656,84300.26666259766,75310.54504394531
Lyso_PG(22:6) | PG (22:6)_2,75350.2053527832,81456.24542236328,63104.44470214844,75546.74591064453,84481.82550048828,75406.48455810547
Lyso_PI(12:0) | PI (12:0),28306.221740722656,84709.1859741211,67609.56565856934,26482.561920166016,74737.4652709961,47534.32379150391
Lyso_PI(12:0) | PI (12:0)_2,31095.502098083496,81699.24530029297,72132.44439697266,27914.842113494877,73569.52493286133,46315.36395263672
Lyso_PI(12:0) | PI (12:0)_3,28311.34200286865,79921.40631103516,64896.4642944336,26141.361568450928,76466.34622192383,47535.423095703125
Lyso_PI(13:0),50159.60388946533,112139.06774902344,92840.48663330078,54049.80385971069,94366.20733642578,71578.2455444336
Lyso_PI(14:0) | PI (14:0),34938.84219360352,88278.82525634766,77266.98547363281,28600.541564941406,86690.42446899414,57177.1442527771
Lyso_PI(14:0) | PI (14:0)_2,33801.602741241455,86684.0651550293,76597.76501464844,31193.10231399536,85640.82638549805,59346.52449417114
Lyso_PI(14:1),135995.75078582764,564905.05078125,567016.634765625,227979.81832122803,586810.4587402344,417193.7364501953
Lyso_PI(15:0) | PIo (16:0),3361.920211791992,481182.39500427246,583872.5711975098,2766.700206756592,507624.4865036011,341210.94483947754
Lyso_PI(15:0) | PIo (16:0)_2,1759.1401329040527,459316.7342224121,582637.5874633789,2578.660202026367,499735.4829330444,354721.3103713989
